,Unnamed: 0,City,Zip Code,Walk Score,Transit Score,Bike Score,Population,State,Walkability,Public Transportation,Bikeability
0,0,Birmingham,35211.0,35,25,31,212237,AL,Car Dependent,Some Transit,Somewhat Bikeable
1,1,Montgomery,36109.0,26,16,38,205764,AL,Car Dependent,Minimal,Somewhat Bikeable
2,2,Mobile,36605.0,32,0,39,195111,AL,Car Dependent,Minimal,Somewhat Bikeable
3,3,Huntsville,35810.0,24,13,40,180105,AL,Car Dependent,Minimal,Somewhat Bikeable
4,4,Tuscaloosa,,33,0,37,90468,AL,Car Dependent,Minimal,Somewhat Bikeable
5,5,Hoover,,17,0,12,81619,AL,Car Dependent,Minimal,Somewhat Bikeable
6,6,Dothan,,23,0,35,65496,AL,Car Dependent,Minimal,Somewhat Bikeable
7,7,Decatur,,25,0,40,55683,AL,Car Dependent,Minimal,Somewhat Bikeable
8,8,Auburn,,27,0,38,53380,AL,Car Dependent,Minimal,Somewhat Bikeable
9,9,Madison,35758.0,17,0,34,42938,AL,Car Dependent,Minimal,Somewhat Bikeable
10,10,Florence,35630.0,32,0,36,39319,AL,Car Dependent,Minimal,Somewhat Bikeable
11,11,Gadsden,,25,0,33,36856,AL,Car Dependent,Minimal,Somewhat Bikeable
12,12,Vestavia Hills,,22,0,15,34033,AL,Car Dependent,Minimal,Somewhat Bikeable
13,13,Prattville,,17,0,28,33960,AL,Car Dependent,Minimal,Somewhat Bikeable
14,14,Phenix City,36867.0,23,0,24,32822,AL,Car Dependent,Minimal,Somewhat Bikeable
15,15,Alabaster,,9,0,20,30352,AL,Car Dependent,Minimal,Somewhat Bikeable
16,16,Bessemer,,26,0,31,27456,AL,Car Dependent,Minimal,Somewhat Bikeable
17,17,Enterprise,,19,0,28,26562,AL,Car Dependent,Minimal,Somewhat Bikeable
18,18,Opelika,,17,0,29,26477,AL,Car Dependent,Minimal,Somewhat Bikeable
19,19,Homewood,,41,22,27,25167,AL,Car Dependent,Minimal,Somewhat Bikeable
20,20,Northport,,26,0,30,23330,AL,Car Dependent,Minimal,Somewhat Bikeable
21,21,Anniston,36205.0,23,0,26,23106,AL,Car Dependent,Minimal,Somewhat Bikeable
22,22,Prichard,36612.0,25,0,39,22659,AL,Car Dependent,Minimal,Somewhat Bikeable
23,23,Athens,,21,0,37,21897,AL,Car Dependent,Minimal,Somewhat Bikeable
24,24,Daphne,,16,0,32,21570,AL,Car Dependent,Minimal,Somewhat Bikeable
25,25,Pelham,,13,0,16,21352,AL,Car Dependent,Minimal,Somewhat Bikeable
26,26,Oxford,,10,0,23,21348,AL,Car Dependent,Minimal,Somewhat Bikeable
27,27,Albertville,,21,0,34,21160,AL,Car Dependent,Minimal,Somewhat Bikeable
28,28,Selma,,33,0,48,20756,AL,Car Dependent,Minimal,Somewhat Bikeable
29,29,Mountain Brook,,22,0,16,20413,AL,Car Dependent,Minimal,Somewhat Bikeable
30,30,Trussville,,10,0,12,19933,AL,Car Dependent,Minimal,Somewhat Bikeable
31,31,Troy,,21,0,24,18033,AL,Car Dependent,Minimal,Somewhat Bikeable
32,32,Tillmans Corner,,13,0,31,17398,AL,Car Dependent,Minimal,Somewhat Bikeable
33,33,Center Point,,24,0,19,16921,AL,Car Dependent,Minimal,Somewhat Bikeable
34,34,Helena,,12,0,18,16793,AL,Car Dependent,Minimal,Somewhat Bikeable
35,0,Anchorage,,28,21,52,291826,AK,Car Dependent,Minimal,Bikeable
36,1,Fairbanks,,33,24,57,31535,AK,Car Dependent,Minimal,Bikeable
37,2,Juneau,,22,18,35,31275,AK,Car Dependent,Minimal,Somewhat Bikeable
38,3,Badger,,2,0,35,19482,AK,Car Dependent,Minimal,Somewhat Bikeable
39,0,Phoenix,85032.0,41,36,56,1445632,AZ,Car Dependent,Some Transit,Bikeable
40,1,Tucson,85710.0,42,35,67,520116,AZ,Car Dependent,Some Transit,Bikeable
41,2,Mesa,85204.0,37,27,61,439041,AZ,Car Dependent,Some Transit,Bikeable
42,3,Chandler,85225.0,35,24,57,236123,AZ,Car Dependent,Minimal,Bikeable
43,4,Glendale,85301.0,40,34,59,226721,AZ,Car Dependent,Some Transit,Bikeable
44,5,Scottsdale,85255.0,31,26,56,217385,AZ,Car Dependent,Some Transit,Bikeable
45,6,Gilbert,85296.0,28,15,54,208453,AZ,Car Dependent,Minimal,Bikeable
46,7,Tempe,85281.0,53,47,74,161719,AZ,Somewhat Walkable,Some Transit,Very Bikeable
47,8,Peoria,85345.0,29,14,47,154065,AZ,Car Dependent,Minimal,Somewhat Bikeable
48,9,Surprise,85374.0,21,0,47,117517,AZ,Car Dependent,Minimal,Somewhat Bikeable
49,10,Yuma,,31,19,55,93064,AZ,Car Dependent,Minimal,Bikeable
50,11,San Tan Valley,,13,0,35,81321,AZ,Car Dependent,Minimal,Somewhat Bikeable
51,12,Avondale,85329.0,28,0,52,76238,AZ,Car Dependent,Minimal,Bikeable
52,13,Casas Adobes,85741.0,24,0,46,66795,AZ,Car Dependent,Minimal,Somewhat Bikeable
53,14,Flagstaff,,38,35,65,65870,AZ,Car Dependent,Some Transit,Bikeable
54,15,Goodyear,,18,0,42,65275,AZ,Car Dependent,Minimal,Somewhat Bikeable
55,16,Lake Havasu City,86403.0,15,0,29,52527,AZ,Car Dependent,Minimal,Somewhat Bikeable
56,17,Buckeye,,13,0,33,50876,AZ,Car Dependent,Minimal,Somewhat Bikeable
57,18,Catalina Foothills,85718.0,13,0,30,50796,AZ,Car Dependent,Minimal,Somewhat Bikeable
58,19,Casa Grande,,26,0,45,48571,AZ,Car Dependent,Minimal,Somewhat Bikeable
59,20,Sierra Vista,85613.0,25,0,53,43888,AZ,Car Dependent,Minimal,Bikeable
60,21,Maricopa,,14,0,39,43482,AZ,Car Dependent,Minimal,Somewhat Bikeable
61,22,Oro Valley,,12,0,41,41011,AZ,Car Dependent,Minimal,Somewhat Bikeable
62,23,Prescott,,25,0,27,39843,AZ,Car Dependent,Minimal,Somewhat Bikeable
63,24,Bullhead City,,23,0,32,39540,AZ,Car Dependent,Minimal,Somewhat Bikeable
64,25,Prescott Valley,,17,0,36,38822,AZ,Car Dependent,Minimal,Somewhat Bikeable
65,26,Sun City,85351.0,25,0,43,37499,AZ,Car Dependent,Minimal,Somewhat Bikeable
66,27,Apache Junction,,18,0,42,35840,AZ,Car Dependent,Minimal,Somewhat Bikeable
67,28,Marana,,12,0,38,34961,AZ,Car Dependent,Minimal,Somewhat Bikeable
68,29,El Mirage,,27,0,43,31797,AZ,Car Dependent,Minimal,Somewhat Bikeable
69,30,Kingman,,24,0,36,28068,AZ,Car Dependent,Minimal,Somewhat Bikeable
70,31,Drexel Heights,,15,0,32,27749,AZ,Car Dependent,Minimal,Somewhat Bikeable
71,32,Queen Creek,,16,0,44,26361,AZ,Car Dependent,Minimal,Somewhat Bikeable
72,33,Fortuna Foothills,85367.0,13,0,36,26265,AZ,Car Dependent,Minimal,Somewhat Bikeable
73,34,Florence,,19,0,39,25536,AZ,Car Dependent,Minimal,Somewhat Bikeable
74,35,San Luis,85349.0,27,0,43,25505,AZ,Car Dependent,Minimal,Somewhat Bikeable
75,36,Sahuarita,,9,0,31,25259,AZ,Car Dependent,Minimal,Somewhat Bikeable
76,37,Sun City West,,11,0,40,24535,AZ,Car Dependent,Minimal,Somewhat Bikeable
77,38,Fountain Hills,85268.0,19,0,26,22489,AZ,Car Dependent,Minimal,Somewhat Bikeable
78,39,Anthem,,18,0,42,21700,AZ,Car Dependent,Minimal,Somewhat Bikeable
79,40,Green Valley,,12,0,31,21391,AZ,Car Dependent,Minimal,Somewhat Bikeable
80,41,Nogales,,34,0,27,20837,AZ,Car Dependent,Minimal,Somewhat Bikeable
81,42,Rio Rico,,6,0,17,18962,AZ,Car Dependent,Minimal,Somewhat Bikeable
82,43,Douglas,,41,0,49,17378,AZ,Car Dependent,Minimal,Somewhat Bikeable
83,44,Tanque Verde,,4,0,29,16901,AZ,Car Dependent,Minimal,Somewhat Bikeable
84,45,Eloy,,14,0,35,16631,AZ,Car Dependent,Minimal,Somewhat Bikeable
85,0,Little Rock,72209.0,32,19,32,193524,AR,Car Dependent,Minimal,Somewhat Bikeable
86,1,Fort Smith,72903.0,35,0,38,86209,AR,Car Dependent,Minimal,Somewhat Bikeable
87,2,Fayetteville,,32,0,50,73580,AR,Car Dependent,Minimal,Bikeable
88,3,Springdale,,26,0,39,69797,AR,Car Dependent,Minimal,Somewhat Bikeable
89,4,Jonesboro,,21,0,34,67263,AR,Car Dependent,Minimal,Somewhat Bikeable
90,5,North Little Rock,72116.0,30,19,34,62304,AR,Car Dependent,Minimal,Somewhat Bikeable
91,6,Conway,,25,0,37,58908,AR,Car Dependent,Minimal,Somewhat Bikeable
92,7,Rogers,,20,0,43,55964,AR,Car Dependent,Minimal,Somewhat Bikeable
93,8,Pine Bluff,,28,0,39,49083,AR,Car Dependent,Minimal,Somewhat Bikeable
94,9,Bentonville,,25,0,41,35301,AR,Car Dependent,Minimal,Somewhat Bikeable
95,10,Hot Springs,,31,0,27,35193,AR,Car Dependent,Minimal,Somewhat Bikeable
96,11,Benton,,18,0,27,30681,AR,Car Dependent,Minimal,Somewhat Bikeable
97,12,Texarkana,,25,0,40,29919,AR,Car Dependent,Minimal,Somewhat Bikeable
98,13,Sherwood,,20,7,29,29523,AR,Car Dependent,Minimal,Somewhat Bikeable
99,14,Jacksonville,,23,3,37,28364,AR,Car Dependent,Minimal,Somewhat Bikeable
100,15,Russellville,72801.0,27,0,38,27920,AR,Car Dependent,Minimal,Somewhat Bikeable
101,16,Bella Vista,72714.0,3,0,9,26461,AR,Car Dependent,Minimal,Somewhat Bikeable
102,17,West Memphis,,33,0,43,26245,AR,Car Dependent,Minimal,Somewhat Bikeable
103,18,Paragould,,22,0,35,26113,AR,Car Dependent,Minimal,Somewhat Bikeable
104,19,Cabot,,17,0,31,23776,AR,Car Dependent,Minimal,Somewhat Bikeable
105,20,Searcy,,39,0,45,22858,AR,Car Dependent,Minimal,Somewhat Bikeable
106,21,Van Buren,,23,0,27,22791,AR,Car Dependent,Minimal,Somewhat Bikeable
107,22,El Dorado,,31,0,38,18884,AR,Car Dependent,Minimal,Somewhat Bikeable
108,23,Maumelle,,15,0,44,17163,AR,Car Dependent,Minimal,Somewhat Bikeable
109,24,Bryant,72022.0,16,0,31,16688,AR,Car Dependent,Minimal,Somewhat Bikeable
110,0,Los Angeles,90011.0,68,53,59,3792621,CA,Somewhat Walkable,Good Transit,Bikeable
111,1,San Diego,92126.0,51,37,43,1307402,CA,Somewhat Walkable,Some Transit,Somewhat Bikeable
112,2,San Jose,95123.0,49,41,62,945942,CA,Car Dependent,Some Transit,Bikeable
113,3,San Francisco,94112.0,87,80,72,805235,CA,Very Walkable,Excellent Transit,Very Bikeable
114,4,Fresno,93702.0,45,32,59,494665,CA,Car Dependent,Some Transit,Bikeable
115,5,Sacramento,95822.0,45,34,68,466488,CA,Car Dependent,Some Transit,Bikeable
116,6,Long Beach,90805.0,72,52,69,462257,CA,Very Walkable,Good Transit,Bikeable
117,7,Oakland,94601.0,74,56,65,390724,CA,Very Walkable,Good Transit,Bikeable
118,8,Bakersfield,93309.0,34,27,44,347483,CA,Car Dependent,Some Transit,Somewhat Bikeable
119,9,Anaheim,92804.0,55,37,52,336265,CA,Somewhat Walkable,Some Transit,Bikeable
120,10,Santa Ana,92704.0,66,45,61,324528,CA,Somewhat Walkable,Some Transit,Bikeable
121,11,Riverside,92505.0,42,33,49,303871,CA,Car Dependent,Some Transit,Somewhat Bikeable
122,12,Stockton,95207.0,43,28,57,291707,CA,Car Dependent,Some Transit,Bikeable
123,13,Chula Vista,91911.0,43,36,41,243916,CA,Car Dependent,Some Transit,Somewhat Bikeable
124,14,Fremont,94536.0,48,36,54,214089,CA,Car Dependent,Some Transit,Bikeable
125,15,Irvine,92612.0,43,27,69,212375,CA,Car Dependent,Some Transit,Bikeable
126,16,San Bernardino,92405.0,43,35,44,209924,CA,Car Dependent,Some Transit,Somewhat Bikeable
127,17,Modesto,95355.0,45,30,50,201165,CA,Car Dependent,Some Transit,Bikeable
128,18,Oxnard,93035.0,55,32,52,197899,CA,Somewhat Walkable,Some Transit,Bikeable
129,19,Fontana,92336.0,36,29,41,196069,CA,Car Dependent,Some Transit,Somewhat Bikeable
130,20,Moreno Valley,92553.0,32,29,37,193365,CA,Car Dependent,Some Transit,Somewhat Bikeable
131,21,Glendale,91205.0,71,45,52,191719,CA,Very Walkable,Some Transit,Bikeable
132,22,Huntington Beach,92647.0,55,32,71,189992,CA,Somewhat Walkable,Some Transit,Very Bikeable
133,23,Santa Clarita,,35,0,33,176320,CA,Car Dependent,Minimal,Somewhat Bikeable
134,24,Garden Grove,92840.0,61,39,58,170883,CA,Somewhat Walkable,Some Transit,Bikeable
135,25,Santa Rosa,95405.0,44,27,51,167815,CA,Car Dependent,Some Transit,Bikeable
136,26,Oceanside,92057.0,36,33,33,167086,CA,Car Dependent,Some Transit,Somewhat Bikeable
137,27,Rancho Cucamonga,91730.0,40,25,46,165269,CA,Car Dependent,Some Transit,Somewhat Bikeable
138,28,Ontario,91761.0,46,26,47,163924,CA,Car Dependent,Some Transit,Somewhat Bikeable
139,29,Lancaster,,29,0,42,156633,CA,Car Dependent,Minimal,Somewhat Bikeable
140,30,Elk Grove,,32,0,46,153015,CA,Car Dependent,Minimal,Somewhat Bikeable
141,31,Palmdale,,24,0,35,152750,CA,Car Dependent,Minimal,Somewhat Bikeable
142,32,Corona,92879.0,38,18,35,152374,CA,Car Dependent,Minimal,Somewhat Bikeable
143,33,Salinas,93905.0,47,33,51,150441,CA,Car Dependent,Some Transit,Bikeable
144,34,Pomona,91766.0,52,35,48,149058,CA,Somewhat Walkable,Some Transit,Somewhat Bikeable
145,35,Torrance,90503.0,67,39,55,145438,CA,Somewhat Walkable,Some Transit,Bikeable
146,36,Hayward,94544.0,55,40,54,144186,CA,Somewhat Walkable,Some Transit,Bikeable
147,37,Escondido,,44,31,40,143911,CA,Car Dependent,Some Transit,Somewhat Bikeable
148,38,Sunnyvale,94087.0,59,41,76,140081,CA,Somewhat Walkable,Some Transit,Very Bikeable
149,39,Pasadena,91104.0,69,51,70,137122,CA,Somewhat Walkable,Good Transit,Very Bikeable
150,40,Orange,92867.0,51,34,55,136416,CA,Somewhat Walkable,Some Transit,Bikeable
151,41,Fullerton,92833.0,53,34,48,135161,CA,Somewhat Walkable,Some Transit,Somewhat Bikeable
152,42,Thousand Oaks,91360.0,32,17,27,126683,CA,Car Dependent,Minimal,Somewhat Bikeable
153,43,East Los Angeles,90022.0,75,56,50,126496,CA,Very Walkable,Good Transit,Bikeable
154,44,Visalia,,35,0,49,124442,CA,Car Dependent,Minimal,Somewhat Bikeable
155,45,Simi Valley,93065.0,36,21,47,124237,CA,Car Dependent,Minimal,Somewhat Bikeable
156,46,Concord,94518.0,46,30,53,122067,CA,Car Dependent,Some Transit,Bikeable
157,47,Roseville,95678.0,36,20,61,118788,CA,Car Dependent,Minimal,Bikeable
158,48,Santa Clara,95051.0,58,41,74,116468,CA,Somewhat Walkable,Some Transit,Very Bikeable
159,49,Vallejo,94590.0,40,31,36,115942,CA,Car Dependent,Some Transit,Somewhat Bikeable
160,50,Victorville,92394.0,19,23,34,115903,CA,Car Dependent,Minimal,Somewhat Bikeable
161,51,El Monte,91732.0,62,46,58,113475,CA,Somewhat Walkable,Some Transit,Bikeable
162,52,Berkeley,94704.0,83,59,82,112580,CA,Very Walkable,Good Transit,Very Bikeable
163,53,Downey,90242.0,60,0,54,111772,CA,Somewhat Walkable,Minimal,Bikeable
164,54,Costa Mesa,92627.0,64,39,66,109960,CA,Somewhat Walkable,Some Transit,Bikeable
165,55,Inglewood,90301.0,72,49,55,109673,CA,Very Walkable,Some Transit,Bikeable
166,56,San Buenaventura,,46,0,57,106433,CA,Car Dependent,Minimal,Bikeable
167,57,West Covina,91790.0,44,0,37,106098,CA,Car Dependent,Minimal,Somewhat Bikeable
168,58,Norwalk,90650.0,60,43,53,105549,CA,Somewhat Walkable,Some Transit,Bikeable
169,59,Carlsbad,92009.0,30,23,29,105328,CA,Car Dependent,Minimal,Somewhat Bikeable
170,60,Fairfield,94535.0,32,25,42,105321,CA,Car Dependent,Some Transit,Somewhat Bikeable
171,61,Richmond,94804.0,57,43,53,103701,CA,Somewhat Walkable,Some Transit,Bikeable
172,62,Murrieta,,27,20,24,103466,CA,Car Dependent,Minimal,Somewhat Bikeable
173,63,Burbank,91505.0,70,39,62,103340,CA,Very Walkable,Some Transit,Bikeable
174,64,Antioch,94509.0,36,0,42,102372,CA,Car Dependent,Minimal,Somewhat Bikeable
175,65,Daly City,94015.0,61,52,35,101123,CA,Somewhat Walkable,Good Transit,Somewhat Bikeable
176,66,Temecula,,29,16,29,100097,CA,Car Dependent,Minimal,Somewhat Bikeable
177,67,Santa Maria,,47,0,55,99553,CA,Car Dependent,Minimal,Bikeable
178,68,El Cajon,92020.0,57,38,47,99478,CA,Somewhat Walkable,Some Transit,Somewhat Bikeable
179,69,Rialto,92376.0,39,30,45,99171,CA,Car Dependent,Some Transit,Somewhat Bikeable
180,70,San Mateo,94403.0,65,40,65,97207,CA,Somewhat Walkable,Some Transit,Bikeable
181,71,Compton,,65,0,61,96455,CA,Somewhat Walkable,Minimal,Bikeable
182,72,Clovis,93612.0,36,0,51,95631,CA,Car Dependent,Minimal,Bikeable
183,73,South Gate,90280.0,70,0,56,94396,CA,Very Walkable,Minimal,Bikeable
184,74,Vista,92083.0,44,34,31,93834,CA,Car Dependent,Some Transit,Somewhat Bikeable
185,75,Mission Viejo,92691.0,35,0,37,93305,CA,Car Dependent,Minimal,Somewhat Bikeable
186,76,Vacaville,,33,24,46,92428,CA,Car Dependent,Minimal,Somewhat Bikeable
187,77,Arden,95821.0,50,32,65,92186,CA,Somewhat Walkable,Some Transit,Bikeable
187,77,Arcade,95821.0,50,32,65,92186,CA,Somewhat Walkable,Some Transit,Bikeable
188,78,Carson,90745.0,55,0,51,91714,CA,Somewhat Walkable,Minimal,Bikeable
189,79,Hesperia,,15,0,32,90173,CA,Car Dependent,Minimal,Somewhat Bikeable
190,80,Redding,,26,18,42,89861,CA,Car Dependent,Minimal,Somewhat Bikeable
191,81,Santa Monica,90405.0,82,62,86,89736,CA,Very Walkable,Good Transit,Very Bikeable
192,82,Westminster,92683.0,63,0,58,89701,CA,Somewhat Walkable,Minimal,Bikeable
193,83,Santa Barbara,93101.0,61,0,66,88410,CA,Somewhat Walkable,Minimal,Bikeable
194,84,Chico,95926.0,45,0,69,86187,CA,Car Dependent,Minimal,Bikeable
195,85,Whittier,90602.0,63,0,52,85331,CA,Somewhat Walkable,Minimal,Bikeable
196,86,Newport Beach,92660.0,47,29,53,85186,CA,Car Dependent,Some Transit,Bikeable
197,87,San Leandro,94577.0,63,45,62,84950,CA,Somewhat Walkable,Some Transit,Bikeable
198,88,Hawthorne,90250.0,71,45,59,84293,CA,Very Walkable,Some Transit,Bikeable
199,89,San Marcos,92078.0,33,0,30,83781,CA,Car Dependent,Minimal,Somewhat Bikeable
200,90,Citrus Heights,95610.0,43,0,47,83301,CA,Car Dependent,Minimal,Somewhat Bikeable
201,91,Alhambra,91801.0,71,0,50,83089,CA,Very Walkable,Minimal,Bikeable
202,92,Tracy,95376.0,42,0,47,82922,CA,Car Dependent,Minimal,Somewhat Bikeable
203,93,Livermore,,40,0,66,80968,CA,Car Dependent,Minimal,Bikeable
204,94,Buena Park,90620.0,55,39,55,80530,CA,Somewhat Walkable,Some Transit,Bikeable
205,95,Lakewood,90712.0,56,0,62,80048,CA,Somewhat Walkable,Minimal,Bikeable
206,96,Merced,,38,0,53,78958,CA,Car Dependent,Minimal,Bikeable
207,97,Hemet,,30,0,43,78657,CA,Car Dependent,Minimal,Somewhat Bikeable
208,98,Chino,,43,24,48,77983,CA,Car Dependent,Minimal,Somewhat Bikeable
209,99,Menifee,92586.0,16,0,29,77519,CA,Car Dependent,Minimal,Somewhat Bikeable
210,100,Lake Forest,92630.0,39,0,46,77264,CA,Car Dependent,Minimal,Somewhat Bikeable
211,101,Napa,,42,0,60,76915,CA,Car Dependent,Minimal,Bikeable
212,102,Redwood City,94061.0,61,0,67,76815,CA,Somewhat Walkable,Minimal,Bikeable
213,103,Bellflower,90706.0,65,0,61,76616,CA,Somewhat Walkable,Minimal,Bikeable
214,104,Indio,,31,0,43,76036,CA,Car Dependent,Minimal,Somewhat Bikeable
215,105,Tustin,92780.0,51,34,59,75540,CA,Somewhat Walkable,Some Transit,Bikeable
216,106,Baldwin Park,,53,0,50,75390,CA,Somewhat Walkable,Minimal,Bikeable
217,107,Chino Hills,91709.0,23,0,20,74799,CA,Car Dependent,Minimal,Somewhat Bikeable
218,108,Mountain View,94040.0,65,43,90,74066,CA,Somewhat Walkable,Some Transit,Biker's Paradise
219,109,Alameda,94501.0,66,41,76,73812,CA,Somewhat Walkable,Some Transit,Very Bikeable
220,110,Upland,91786.0,47,29,49,73732,CA,Car Dependent,Some Transit,Somewhat Bikeable
221,111,Folsom,95630.0,30,0,55,72203,CA,Car Dependent,Minimal,Bikeable
222,112,San Ramon,,24,0,37,72148,CA,Car Dependent,Minimal,Somewhat Bikeable
223,113,Pleasanton,,40,0,58,70285,CA,Car Dependent,Minimal,Bikeable
224,114,Lynwood,90262.0,69,0,57,69772,CA,Somewhat Walkable,Minimal,Bikeable
225,115,Union City,,47,0,53,69516,CA,Car Dependent,Minimal,Bikeable
226,116,Apple Valley,,12,20,31,69135,CA,Car Dependent,Minimal,Somewhat Bikeable
227,117,Redlands,,39,0,53,68747,CA,Car Dependent,Minimal,Bikeable
228,118,Turlock,,41,29,46,68549,CA,Car Dependent,Some Transit,Somewhat Bikeable
229,119,Perris,,24,0,33,68386,CA,Car Dependent,Minimal,Somewhat Bikeable
230,120,Manteca,,41,0,46,67096,CA,Car Dependent,Minimal,Somewhat Bikeable
231,121,Milpitas,,52,39,66,66790,CA,Somewhat Walkable,Some Transit,Bikeable
232,122,Redondo Beach,90278.0,74,0,64,66748,CA,Very Walkable,Minimal,Bikeable
233,123,Davis,,44,34,90,65622,CA,Car Dependent,Some Transit,Biker's Paradise
234,124,Camarillo,,42,0,46,65201,CA,Car Dependent,Minimal,Somewhat Bikeable
235,125,Yuba City,,41,0,56,64925,CA,Car Dependent,Minimal,Bikeable
236,126,Rancho Cordova,,41,33,60,64776,CA,Car Dependent,Some Transit,Bikeable
237,127,Palo Alto,94306.0,60,39,91,64403,CA,Somewhat Walkable,Some Transit,Biker's Paradise
238,128,Yorba Linda,92887.0,28,0,34,64234,CA,Car Dependent,Minimal,Somewhat Bikeable
239,129,Walnut Creek,94596.0,39,26,49,64173,CA,Car Dependent,Some Transit,Somewhat Bikeable
240,130,South San Francisco,94080.0,57,0,43,63632,CA,Somewhat Walkable,Minimal,Somewhat Bikeable
241,131,San Clemente,92672.0,34,0,31,63522,CA,Car Dependent,Minimal,Somewhat Bikeable
242,132,Florence,,75,59,57,63387,CA,Very Walkable,Good Transit,Bikeable
242,132,Graham,,75,59,57,63387,CA,Very Walkable,Good Transit,Bikeable
243,133,Pittsburg,,34,0,40,63264,CA,Car Dependent,Minimal,Somewhat Bikeable
244,134,Laguna Niguel,92677.0,32,0,32,62979,CA,Car Dependent,Minimal,Somewhat Bikeable
245,135,Pico Rivera,90660.0,58,0,60,62942,CA,Somewhat Walkable,Minimal,Bikeable
246,136,Montebello,90640.0,65,0,53,62500,CA,Somewhat Walkable,Minimal,Bikeable
247,137,Lodi,,55,13,53,62134,CA,Somewhat Walkable,Minimal,Bikeable
248,138,Carmichael,95608.0,44,0,56,61762,CA,Car Dependent,Minimal,Bikeable
249,139,Madera,,44,0,46,61416,CA,Car Dependent,Minimal,Somewhat Bikeable
250,140,Castro Valley,94546.0,39,26,31,61388,CA,Car Dependent,Some Transit,Somewhat Bikeable
251,141,Monterey Park,91754.0,63,0,39,60269,CA,Somewhat Walkable,Minimal,Somewhat Bikeable
252,142,La Habra,,62,0,47,60239,CA,Somewhat Walkable,Minimal,Somewhat Bikeable
253,143,Santa Cruz,95064.0,62,37,84,59946,CA,Somewhat Walkable,Some Transit,Very Bikeable
254,144,Encinitas,92024.0,41,0,36,59518,CA,Car Dependent,Minimal,Somewhat Bikeable
255,145,Tulare,,40,0,57,59278,CA,Car Dependent,Minimal,Bikeable
256,146,Gardena,90249.0,75,46,57,58829,CA,Very Walkable,Some Transit,Bikeable
257,147,National City,91950.0,66,47,48,58582,CA,Somewhat Walkable,Some Transit,Somewhat Bikeable
258,148,Cupertino,,48,35,66,58302,CA,Car Dependent,Some Transit,Bikeable
259,149,Huntington Park,,82,53,60,58114,CA,Very Walkable,Good Transit,Bikeable
260,150,Petaluma,,47,30,56,57941,CA,Car Dependent,Some Transit,Bikeable
261,151,San Rafael,94901.0,51,37,46,57713,CA,Somewhat Walkable,Some Transit,Somewhat Bikeable
262,152,South Whittier,,53,0,48,57156,CA,Somewhat Walkable,Minimal,Somewhat Bikeable
263,153,La Mesa,91942.0,59,42,36,57065,CA,Somewhat Walkable,Some Transit,Somewhat Bikeable
264,154,Rocklin,95765.0,32,0,51,56974,CA,Car Dependent,Minimal,Bikeable
265,155,Arcadia,91007.0,54,0,47,56364,CA,Somewhat Walkable,Minimal,Somewhat Bikeable
266,156,Diamond Bar,,29,0,18,55544,CA,Car Dependent,Minimal,Somewhat Bikeable
267,157,Woodland,,48,28,67,55468,CA,Car Dependent,Some Transit,Bikeable
268,158,Fountain Valley,92708.0,55,34,66,55313,CA,Somewhat Walkable,Some Transit,Bikeable
269,159,Porterville,,40,0,47,54165,CA,Car Dependent,Minimal,Somewhat Bikeable
270,160,Paramount,90723.0,63,0,57,54098,CA,Somewhat Walkable,Minimal,Bikeable
271,161,Hacienda Heights,91745.0,34,0,30,54038,CA,Car Dependent,Minimal,Somewhat Bikeable
272,162,Hanford,,35,21,47,53967,CA,Car Dependent,Minimal,Somewhat Bikeable
273,163,Rosemead,,64,40,52,53764,CA,Somewhat Walkable,Some Transit,Bikeable
274,164,Eastvale,,24,0,34,53668,CA,Car Dependent,Minimal,Somewhat Bikeable
275,165,Santee,,33,0,31,53413,CA,Car Dependent,Minimal,Somewhat Bikeable
276,166,Highland,,33,28,36,53104,CA,Car Dependent,Some Transit,Somewhat Bikeable
277,167,Delano,,34,0,40,53041,CA,Car Dependent,Minimal,Somewhat Bikeable
278,168,Colton,,41,29,45,52154,CA,Car Dependent,Some Transit,Somewhat Bikeable
279,169,Novato,,33,30,37,51904,CA,Car Dependent,Some Transit,Somewhat Bikeable
280,170,Lake Elsinore,,21,0,24,51821,CA,Car Dependent,Minimal,Somewhat Bikeable
281,171,Brentwood,,35,0,50,51481,CA,Car Dependent,Minimal,Bikeable
282,172,Yucaipa,,24,0,27,51367,CA,Car Dependent,Minimal,Somewhat Bikeable
283,173,Cathedral City,92234.0,36,0,43,51200,CA,Car Dependent,Minimal,Somewhat Bikeable
284,174,Watsonville,95019.0,65,32,71,51199,CA,Somewhat Walkable,Some Transit,Very Bikeable
285,175,Placentia,92870.0,50,31,47,50533,CA,Somewhat Walkable,Some Transit,Somewhat Bikeable
286,176,Glendora,91741.0,45,31,42,50073,CA,Car Dependent,Some Transit,Somewhat Bikeable
287,177,Cerritos,90703.0,53,0,57,49041,CA,Somewhat Walkable,Minimal,Bikeable
288,178,Rowland Heights,,43,0,34,48993,CA,Car Dependent,Minimal,Somewhat Bikeable
289,179,Gilroy,,42,0,63,48821,CA,Car Dependent,Minimal,Bikeable
290,180,West Sacramento,95605.0,33,24,62,48744,CA,Car Dependent,Minimal,Bikeable
291,181,La Mirada,90638.0,47,0,52,48527,CA,Car Dependent,Minimal,Bikeable
