,Unnamed: 0,City,Zip Code,Walk Score,Transit Score,Bike Score,Population,State,Walkability,Public Transportation,Bikeability
1896,102,Pickerington,,16,0,31,18291,OH,Car Dependent,Minimal,Somewhat Bikeable
1897,103,Whitehall,,50,36,46,18062,OH,Somewhat Walkable,Some Transit,Somewhat Bikeable
1898,104,Tiffin,,48,0,52,17963,OH,Car Dependent,Minimal,Bikeable
1899,105,East Cleveland,,59,54,47,17843,OH,Somewhat Walkable,Good Transit,Somewhat Bikeable
1900,106,Tallmadge,44278.0,16,0,32,17537,OH,Car Dependent,Minimal,Somewhat Bikeable
1901,107,North Canton,,37,0,39,17488,OH,Car Dependent,Minimal,Somewhat Bikeable
1902,108,Springboro,,18,0,34,17409,OH,Car Dependent,Minimal,Somewhat Bikeable
1903,109,New Philadelphia,,46,0,47,17288,OH,Car Dependent,Minimal,Somewhat Bikeable
1904,110,Norwalk,,35,0,42,17012,OH,Car Dependent,Minimal,Somewhat Bikeable
1905,111,Mount Vernon,,41,0,44,16990,OH,Car Dependent,Minimal,Somewhat Bikeable
1906,112,Fairview Park,44126.0,39,28,42,16826,OH,Car Dependent,Some Transit,Somewhat Bikeable
1907,113,Fremont,,44,0,50,16734,OH,Car Dependent,Minimal,Bikeable
1908,0,Oklahoma City,73170.0,34,16,43,579999,OK,Car Dependent,Minimal,Somewhat Bikeable
1909,1,Tulsa,74133.0,39,23,47,391906,OK,Car Dependent,Minimal,Somewhat Bikeable
1910,2,Norman,73071.0,31,0,58,110925,OK,Car Dependent,Minimal,Bikeable
1911,3,Broken Arrow,74012.0,22,10,35,98850,OK,Car Dependent,Minimal,Somewhat Bikeable
1912,4,Lawton,,34,0,43,96867,OK,Car Dependent,Minimal,Somewhat Bikeable
1913,5,Edmond,,30,0,35,81405,OK,Car Dependent,Minimal,Somewhat Bikeable
1914,6,Moore,73160.0,29,0,37,55081,OK,Car Dependent,Minimal,Somewhat Bikeable
1915,7,Midwest City,73110.0,28,0,40,54371,OK,Car Dependent,Minimal,Somewhat Bikeable
1916,8,Enid,,31,0,43,49379,OK,Car Dependent,Minimal,Somewhat Bikeable
1917,9,Stillwater,,36,0,62,45688,OK,Car Dependent,Minimal,Bikeable
1918,10,Muskogee,,31,0,46,39223,OK,Car Dependent,Minimal,Somewhat Bikeable
1919,11,Bartlesville,,24,0,35,35750,OK,Car Dependent,Minimal,Somewhat Bikeable
1920,12,Shawnee,,34,0,39,29857,OK,Car Dependent,Minimal,Somewhat Bikeable
1921,13,Owasso,,28,0,37,28915,OK,Car Dependent,Minimal,Somewhat Bikeable
1922,14,Ponca City,,33,0,44,25387,OK,Car Dependent,Minimal,Somewhat Bikeable
1923,15,Ardmore,,30,0,42,24283,OK,Car Dependent,Minimal,Somewhat Bikeable
1924,16,Duncan,,27,0,40,23431,OK,Car Dependent,Minimal,Somewhat Bikeable
1925,17,Yukon,,35,0,41,22709,OK,Car Dependent,Minimal,Somewhat Bikeable
1926,18,Del City,73115.0,34,0,44,21332,OK,Car Dependent,Minimal,Somewhat Bikeable
1927,19,Bixby,,15,0,35,20884,OK,Car Dependent,Minimal,Somewhat Bikeable
1928,20,Sapulpa,,24,0,33,20544,OK,Car Dependent,Minimal,Somewhat Bikeable
1929,21,Altus,,30,0,42,19813,OK,Car Dependent,Minimal,Somewhat Bikeable
1930,22,Bethany,,46,8,47,19051,OK,Car Dependent,Minimal,Somewhat Bikeable
1931,23,Sand Springs,,18,5,32,18906,OK,Car Dependent,Minimal,Somewhat Bikeable
1932,24,Claremore,,26,0,39,18581,OK,Car Dependent,Minimal,Somewhat Bikeable
1933,25,McAlester,,23,0,35,18383,OK,Car Dependent,Minimal,Somewhat Bikeable
1934,26,Mustang,,19,0,35,17395,OK,Car Dependent,Minimal,Somewhat Bikeable
1935,27,Jenks,74037.0,15,4,39,16924,OK,Car Dependent,Minimal,Somewhat Bikeable
1936,28,Ada,,32,0,38,16810,OK,Car Dependent,Minimal,Somewhat Bikeable
1937,29,El Reno,,29,0,38,16749,OK,Car Dependent,Minimal,Somewhat Bikeable
1938,0,Portland,97206.0,67,52,82,583776,OR,Somewhat Walkable,Good Transit,Very Bikeable
1939,1,Eugene,97401.0,45,36,72,156185,OR,Car Dependent,Some Transit,Very Bikeable
1940,2,Salem,,42,31,62,154637,OR,Car Dependent,Some Transit,Bikeable
1941,3,Gresham,97030.0,45,40,65,105594,OR,Car Dependent,Some Transit,Bikeable
1942,4,Hillsboro,,44,39,72,91611,OR,Car Dependent,Some Transit,Very Bikeable
1943,5,Beaverton,97008.0,50,37,68,89803,OR,Somewhat Walkable,Some Transit,Bikeable
1944,6,Bend,,33,24,53,76639,OR,Car Dependent,Minimal,Bikeable
1945,7,Medford,,37,25,54,74907,OR,Car Dependent,Some Transit,Bikeable
1946,8,Springfield,,47,33,63,59403,OR,Car Dependent,Some Transit,Bikeable
1947,9,Corvallis,97331.0,48,28,84,54462,OR,Car Dependent,Some Transit,Very Bikeable
1948,10,Albany,,34,17,53,50158,OR,Car Dependent,Minimal,Bikeable
1949,11,Aloha,,40,37,64,49425,OR,Car Dependent,Some Transit,Bikeable
1950,12,Tigard,,41,31,63,48035,OR,Car Dependent,Some Transit,Bikeable
1951,13,Lake Oswego,,37,26,48,36619,OR,Car Dependent,Some Transit,Somewhat Bikeable
1952,14,Keizer,,35,32,58,36478,OR,Car Dependent,Some Transit,Bikeable
1953,15,Grants Pass,,40,19,45,34533,OR,Car Dependent,Minimal,Somewhat Bikeable
1954,16,McMinnville,,40,18,53,32187,OR,Car Dependent,Minimal,Bikeable
1955,17,Oregon City,,37,29,52,31859,OR,Car Dependent,Some Transit,Bikeable
1956,18,Redmond,,30,4,48,26215,OR,Car Dependent,Minimal,Somewhat Bikeable
1957,19,Tualatin,,27,29,54,26054,OR,Car Dependent,Some Transit,Bikeable
1958,20,West Linn,,34,23,42,25109,OR,Car Dependent,Minimal,Somewhat Bikeable
1959,21,Woodburn,,47,21,56,24080,OR,Car Dependent,Minimal,Bikeable
1960,22,Newberg,,45,0,68,22068,OR,Car Dependent,Minimal,Bikeable
1961,23,Roseburg,,42,18,44,21181,OR,Car Dependent,Minimal,Somewhat Bikeable
1962,24,Forest Grove,,42,30,66,21083,OR,Car Dependent,Some Transit,Bikeable
1963,25,Klamath Falls,,39,23,44,20840,OR,Car Dependent,Minimal,Somewhat Bikeable
1964,26,Bethany,,36,27,56,20646,OR,Car Dependent,Some Transit,Bikeable
1965,27,Milwaukie,,51,43,71,20291,OR,Somewhat Walkable,Some Transit,Very Bikeable
1966,28,Ashland,,53,18,59,20078,OR,Somewhat Walkable,Minimal,Bikeable
1967,29,Hayesville,,36,35,61,19936,OR,Car Dependent,Some Transit,Bikeable
1968,30,Wilsonville,,28,27,55,19509,OR,Car Dependent,Some Transit,Bikeable
1969,31,Altamont,,29,21,48,19257,OR,Car Dependent,Minimal,Somewhat Bikeable
1970,32,Sherwood,,38,23,55,18194,OR,Car Dependent,Minimal,Bikeable
1971,33,Central Point,,33,21,49,17169,OR,Car Dependent,Minimal,Somewhat Bikeable
1972,34,Hermiston,,43,0,43,16745,OR,Car Dependent,Minimal,Somewhat Bikeable
1973,35,Oak Grove,,48,38,65,16629,OR,Car Dependent,Some Transit,Bikeable
1974,36,Pendleton,,35,0,32,16612,OR,Car Dependent,Minimal,Somewhat Bikeable
1975,0,Philadelphia,19120.0,79,67,67,1526006,PA,Very Walkable,Good Transit,Bikeable
1976,1,Pittsburgh,15213.0,63,56,57,305704,PA,Somewhat Walkable,Good Transit,Bikeable
1977,2,Allentown,18102.0,70,36,44,118032,PA,Very Walkable,Some Transit,Somewhat Bikeable
1978,3,Erie,16504.0,59,0,54,101786,PA,Somewhat Walkable,Minimal,Bikeable
1979,4,Reading,,75,0,48,88082,PA,Very Walkable,Minimal,Somewhat Bikeable
1980,5,Scranton,18503.0,57,0,38,76089,PA,Somewhat Walkable,Minimal,Somewhat Bikeable
1981,6,Bethlehem,18018.0,63,32,45,74982,PA,Somewhat Walkable,Some Transit,Somewhat Bikeable
1982,7,Lancaster,,81,0,59,59322,PA,Very Walkable,Minimal,Bikeable
1983,8,Levittown,19055.0,36,20,42,52983,PA,Car Dependent,Minimal,Somewhat Bikeable
1984,9,Harrisburg,17104.0,74,39,58,49528,PA,Very Walkable,Some Transit,Bikeable
1985,10,Altoona,,54,0,35,46320,PA,Somewhat Walkable,Minimal,Somewhat Bikeable
1986,11,York,17401.0,74,40,63,43718,PA,Very Walkable,Some Transit,Bikeable
1987,12,State College,,68,52,75,42034,PA,Somewhat Walkable,Good Transit,Very Bikeable
1988,13,Wilkes,18701.0,62,0,47,41498,PA,Somewhat Walkable,Minimal,Somewhat Bikeable
1988,13,Barre,18701.0,62,0,47,41498,PA,Somewhat Walkable,Minimal,Somewhat Bikeable
1989,14,Norristown,,69,42,48,34324,PA,Somewhat Walkable,Some Transit,Somewhat Bikeable
1990,15,Chester,19013.0,65,44,52,33972,PA,Somewhat Walkable,Some Transit,Bikeable
1991,16,Bethel Park,15102.0,28,31,18,32313,PA,Car Dependent,Some Transit,Somewhat Bikeable
1992,17,Williamsport,,54,0,55,29381,PA,Somewhat Walkable,Minimal,Bikeable
1993,18,Monroeville,15146.0,19,0,15,28386,PA,Car Dependent,Minimal,Somewhat Bikeable
1994,19,Drexel Hill,19026.0,57,46,40,28043,PA,Somewhat Walkable,Some Transit,Somewhat Bikeable
1995,20,Plum,15239.0,13,0,10,27126,PA,Car Dependent,Minimal,Somewhat Bikeable
1996,21,Easton,,66,30,48,26800,PA,Somewhat Walkable,Some Transit,Somewhat Bikeable
1997,22,Lebanon,,68,0,56,25477,PA,Somewhat Walkable,Minimal,Bikeable
1998,23,Hazleton,,65,0,41,25340,PA,Somewhat Walkable,Minimal,Somewhat Bikeable
1999,24,New Castle,,46,0,37,23273,PA,Car Dependent,Minimal,Somewhat Bikeable
2000,25,Pottstown,,59,0,46,22377,PA,Somewhat Walkable,Minimal,Somewhat Bikeable
2001,26,Allison Park,,16,0,12,21552,PA,Car Dependent,Minimal,Somewhat Bikeable
2002,27,Johnstown,15901.0,46,0,36,20978,PA,Car Dependent,Minimal,Somewhat Bikeable
2003,28,West Mifflin,15122.0,22,31,17,20313,PA,Car Dependent,Some Transit,Somewhat Bikeable
2004,29,Chambersburg,,49,0,56,20268,PA,Car Dependent,Minimal,Bikeable
2005,30,Murrysville,15668.0,9,0,10,20079,PA,Car Dependent,Minimal,Somewhat Bikeable
2006,31,King of Prussia,,34,31,34,19936,PA,Car Dependent,Some Transit,Somewhat Bikeable
2007,32,Baldwin,,26,25,18,19767,PA,Car Dependent,Some Transit,Somewhat Bikeable
2008,33,McKeesport,15132.0,44,32,34,19731,PA,Car Dependent,Some Transit,Somewhat Bikeable
2009,34,Upper St. Clair,15241.0,14,0,10,19229,PA,Car Dependent,Minimal,Somewhat Bikeable
2010,35,Carlisle,,60,0,62,18682,PA,Somewhat Walkable,Minimal,Bikeable
2011,36,West Chester,,76,0,50,18461,PA,Very Walkable,Minimal,Bikeable
2012,0,Providence,2909.0,78,48,62,178042,RI,Very Walkable,Some Transit,Bikeable
2013,1,Warwick,2886.0,34,26,40,82672,RI,Car Dependent,Some Transit,Somewhat Bikeable
2014,2,Cranston,2920.0,49,30,46,80387,RI,Car Dependent,Some Transit,Somewhat Bikeable
2015,3,Pawtucket,2860.0,69,37,52,71148,RI,Somewhat Walkable,Some Transit,Bikeable
2016,4,East Providence,2914.0,48,30,46,47037,RI,Car Dependent,Some Transit,Somewhat Bikeable
2017,5,Woonsocket,2895.0,52,26,37,41186,RI,Somewhat Walkable,Some Transit,Somewhat Bikeable
2018,6,Newport,2840.0,65,31,54,24672,RI,Somewhat Walkable,Some Transit,Bikeable
2019,7,Central Falls,2863.0,79,34,52,19376,RI,Very Walkable,Some Transit,Bikeable
2020,8,Westerly,,34,4,34,17936,RI,Car Dependent,Minimal,Somewhat Bikeable
2021,0,Columbia,29205.0,38,0,38,129272,SC,Car Dependent,Minimal,Somewhat Bikeable
2022,1,Charleston,29407.0,40,23,52,120083,SC,Car Dependent,Minimal,Bikeable
2023,2,North Charleston,29405.0,27,0,41,97471,SC,Car Dependent,Minimal,Somewhat Bikeable
2024,3,Mount Pleasant,,20,0,39,67843,SC,Car Dependent,Minimal,Somewhat Bikeable
2025,4,Rock Hill,,29,0,33,66154,SC,Car Dependent,Minimal,Somewhat Bikeable
2026,5,Greenville,29601.0,43,19,41,58409,SC,Car Dependent,Minimal,Somewhat Bikeable
2027,6,Summerville,,19,0,38,43392,SC,Car Dependent,Minimal,Somewhat Bikeable
2028,7,Sumter,29152.0,26,0,42,40524,SC,Car Dependent,Minimal,Somewhat Bikeable
2029,8,Hilton Head Island,29928.0,12,0,48,37099,SC,Car Dependent,Minimal,Somewhat Bikeable
2030,9,Florence,,29,0,43,37056,SC,Car Dependent,Minimal,Somewhat Bikeable
2031,10,Spartanburg,,31,0,36,37013,SC,Car Dependent,Minimal,Somewhat Bikeable
2032,11,Goose Creek,,16,0,37,35938,SC,Car Dependent,Minimal,Somewhat Bikeable
2033,12,Aiken,,23,0,32,29524,SC,Car Dependent,Minimal,Somewhat Bikeable
2034,13,Myrtle Beach,,43,0,55,27109,SC,Car Dependent,Minimal,Bikeable
2035,14,Anderson,,33,0,34,26686,SC,Car Dependent,Minimal,Somewhat Bikeable
2036,15,Greer,,26,0,24,25515,SC,Car Dependent,Minimal,Somewhat Bikeable
2037,16,Greenwood,,32,0,40,23222,SC,Car Dependent,Minimal,Somewhat Bikeable
2038,17,Mauldin,29662.0,19,0,25,22889,SC,Car Dependent,Minimal,Somewhat Bikeable
2039,18,Taylors,,12,0,19,21617,SC,Car Dependent,Minimal,Somewhat Bikeable
2040,19,North Augusta,,22,0,34,21348,SC,Car Dependent,Minimal,Somewhat Bikeable
2041,20,Wade Hampton,,31,0,29,20622,SC,Car Dependent,Minimal,Somewhat Bikeable
2042,21,St. Andrews,,27,0,34,20493,SC,Car Dependent,Minimal,Somewhat Bikeable
2043,22,Easley,,24,0,29,19993,SC,Car Dependent,Minimal,Somewhat Bikeable
2044,23,Socastee,,21,0,35,19952,SC,Car Dependent,Minimal,Somewhat Bikeable
2045,24,Simpsonville,,22,0,26,18238,SC,Car Dependent,Minimal,Somewhat Bikeable
2046,25,Hanahan,,20,0,37,17997,SC,Car Dependent,Minimal,Somewhat Bikeable
2047,26,Lexington,,23,0,26,17870,SC,Car Dependent,Minimal,Somewhat Bikeable
2048,27,Conway,,28,0,42,17103,SC,Car Dependent,Minimal,Somewhat Bikeable
2049,0,Sioux Falls,,37,17,46,153888,SD,Car Dependent,Minimal,Somewhat Bikeable
2050,1,Rapid City,,29,0,36,67956,SD,Car Dependent,Minimal,Somewhat Bikeable
2051,2,Aberdeen,,35,0,66,26091,SD,Car Dependent,Minimal,Bikeable
2052,3,Brookings,,39,0,58,22056,SD,Car Dependent,Minimal,Bikeable
2053,4,Watertown,,35,0,50,21482,SD,Car Dependent,Minimal,Bikeable
2054,0,Memphis,38109.0,36,0,44,646889,TN,Car Dependent,Minimal,Somewhat Bikeable
2055,1,Nashville,37013.0,28,24,30,601222,TN,Car Dependent,Minimal,Somewhat Bikeable
2055,1,Davidson,37013.0,28,24,30,601222,TN,Car Dependent,Minimal,Somewhat Bikeable
2056,2,Knoxville,37917.0,31,28,30,178874,TN,Car Dependent,Some Transit,Somewhat Bikeable
2057,3,Chattanooga,37411.0,29,25,35,167674,TN,Car Dependent,Some Transit,Somewhat Bikeable
2058,4,Clarksville,,18,0,27,132929,TN,Car Dependent,Minimal,Somewhat Bikeable
2059,5,Murfreesboro,,25,0,40,108755,TN,Car Dependent,Minimal,Somewhat Bikeable
2060,6,Jackson,,25,0,37,65211,TN,Car Dependent,Minimal,Somewhat Bikeable
2061,7,Johnson City,,26,0,26,63152,TN,Car Dependent,Minimal,Somewhat Bikeable
2062,8,Franklin,,23,0,30,62487,TN,Car Dependent,Minimal,Somewhat Bikeable
2063,9,Bartlett,,15,0,35,54613,TN,Car Dependent,Minimal,Somewhat Bikeable
2064,10,Hendersonville,,14,0,24,51372,TN,Car Dependent,Minimal,Somewhat Bikeable
2065,11,Kingsport,37665.0,24,14,26,48205,TN,Car Dependent,Minimal,Somewhat Bikeable
2066,12,Collierville,,12,0,32,43965,TN,Car Dependent,Minimal,Somewhat Bikeable
2067,13,Cleveland,,30,0,29,41285,TN,Car Dependent,Minimal,Somewhat Bikeable
2068,14,Smyrna,,19,5,32,39974,TN,Car Dependent,Minimal,Somewhat Bikeable
2069,15,Germantown,38138.0,16,0,33,38844,TN,Car Dependent,Minimal,Somewhat Bikeable
2070,16,Brentwood,,4,0,18,37060,TN,Car Dependent,Minimal,Somewhat Bikeable
2071,17,Columbia,,24,0,27,34681,TN,Car Dependent,Minimal,Somewhat Bikeable
2072,18,La Vergne,37086.0,11,0,25,32588,TN,Car Dependent,Minimal,Somewhat Bikeable
2073,19,Cookeville,,29,0,37,30435,TN,Car Dependent,Minimal,Somewhat Bikeable
2074,20,Gallatin,,24,0,36,30278,TN,Car Dependent,Minimal,Somewhat Bikeable
2075,21,Oak Ridge,37830.0,18,0,23,29330,TN,Car Dependent,Minimal,Somewhat Bikeable
2076,22,Morristown,,28,0,26,29137,TN,Car Dependent,Minimal,Somewhat Bikeable
2077,23,Spring Hill,,12,0,25,29036,TN,Car Dependent,Minimal,Somewhat Bikeable
2078,24,Maryville,,26,0,30,27465,TN,Car Dependent,Minimal,Somewhat Bikeable
2079,25,Bristol,,26,0,24,26702,TN,Car Dependent,Minimal,Somewhat Bikeable
2080,26,Lebanon,,22,0,37,26190,TN,Car Dependent,Minimal,Somewhat Bikeable
2081,27,Mount Juliet,,13,0,22,23671,TN,Car Dependent,Minimal,Somewhat Bikeable
2082,28,East Ridge,37412.0,32,0,34,20979,TN,Car Dependent,Minimal,Somewhat Bikeable
2083,29,Farragut,,13,0,21,20676,TN,Car Dependent,Minimal,Somewhat Bikeable
2084,30,Shelbyville,,24,0,36,20335,TN,Car Dependent,Minimal,Somewhat Bikeable
2085,31,Tullahoma,,20,0,37,18655,TN,Car Dependent,Minimal,Somewhat Bikeable
2086,32,Dyersburg,,28,0,38,17145,TN,Car Dependent,Minimal,Somewhat Bikeable
2087,0,Houston,77036.0,48,37,51,2099451,TX,Car Dependent,Some Transit,Bikeable
2088,1,San Antonio,78228.0,35,36,45,1327407,TX,Car Dependent,Some Transit,Somewhat Bikeable
2089,2,Dallas,75217.0,46,40,51,1197816,TX,Car Dependent,Some Transit,Bikeable
2090,3,Austin,78745.0,41,34,54,790390,TX,Car Dependent,Some Transit,Bikeable
2091,4,Fort Worth,76106.0,35,21,41,741206,TX,Car Dependent,Minimal,Somewhat Bikeable
2092,5,El Paso,79936.0,41,31,42,649121,TX,Car Dependent,Some Transit,Somewhat Bikeable
2093,6,Arlington,76010.0,38,0,41,365438,TX,Car Dependent,Minimal,Somewhat Bikeable
2094,7,Corpus Christi,78413.0,41,30,49,305215,TX,Car Dependent,Some Transit,Somewhat Bikeable
2095,8,Plano,75025.0,39,17,55,259841,TX,Car Dependent,Minimal,Bikeable
2096,9,Laredo,78041.0,41,0,45,236091,TX,Car Dependent,Minimal,Somewhat Bikeable
2097,10,Lubbock,79413.0,38,22,49,229573,TX,Car Dependent,Minimal,Somewhat Bikeable
2098,11,Garland,75040.0,40,29,45,226876,TX,Car Dependent,Some Transit,Somewhat Bikeable
2099,12,Irving,75061.0,44,31,46,216290,TX,Car Dependent,Some Transit,Somewhat Bikeable
2100,13,Amarillo,79109.0,40,0,46,190695,TX,Car Dependent,Minimal,Somewhat Bikeable
2101,14,Grand Prairie,75052.0,32,0,37,175396,TX,Car Dependent,Minimal,Somewhat Bikeable
2102,15,Brownsville,,39,0,46,175023,TX,Car Dependent,Minimal,Somewhat Bikeable
2103,16,Pasadena,77502.0,43,0,48,149043,TX,Car Dependent,Minimal,Somewhat Bikeable
2104,17,Mesquite,75150.0,35,0,42,139824,TX,Car Dependent,Minimal,Somewhat Bikeable
2105,18,McKinney,75070.0,27,0,43,131117,TX,Car Dependent,Minimal,Somewhat Bikeable
2106,19,McAllen,78501.0,42,0,48,129877,TX,Car Dependent,Minimal,Somewhat Bikeable
2107,20,Killeen,76541.0,33,0,38,127921,TX,Car Dependent,Minimal,Somewhat Bikeable
2108,21,Waco,76710.0,36,0,43,124805,TX,Car Dependent,Minimal,Somewhat Bikeable
2109,22,Carrollton,75007.0,35,22,40,119097,TX,Car Dependent,Minimal,Somewhat Bikeable
2110,23,Beaumont,77706.0,33,0,43,118296,TX,Car Dependent,Minimal,Somewhat Bikeable
2111,24,Abilene,79605.0,30,0,41,117063,TX,Car Dependent,Minimal,Somewhat Bikeable
2112,25,Frisco,75035.0,24,0,40,116989,TX,Car Dependent,Minimal,Somewhat Bikeable
2113,26,Denton,76209.0,33,0,46,113383,TX,Car Dependent,Minimal,Somewhat Bikeable
2114,27,Midland,79701.0,42,0,45,111147,TX,Car Dependent,Minimal,Somewhat Bikeable
2115,28,Wichita Falls,76301.0,29,0,44,104553,TX,Car Dependent,Minimal,Somewhat Bikeable
2116,29,Odessa,79761.0,40,0,45,99940,TX,Car Dependent,Minimal,Somewhat Bikeable
2117,30,Round Rock,,24,0,36,99887,TX,Car Dependent,Minimal,Somewhat Bikeable
2118,31,Richardson,75080.0,43,34,53,99223,TX,Car Dependent,Some Transit,Bikeable
2119,32,Tyler,75701.0,36,0,39,96900,TX,Car Dependent,Minimal,Somewhat Bikeable
2120,33,Lewisville,75067.0,38,0,41,95290,TX,Car Dependent,Minimal,Somewhat Bikeable
2121,34,College Station,77840.0,33,0,62,93857,TX,Car Dependent,Minimal,Bikeable
2122,35,The Woodlands,77381.0,18,0,47,93847,TX,Car Dependent,Minimal,Somewhat Bikeable
2123,36,San Angelo,76908.0,32,0,42,93200,TX,Car Dependent,Minimal,Somewhat Bikeable
2124,37,Pearland,77581.0,20,0,38,91252,TX,Car Dependent,Minimal,Somewhat Bikeable
2125,38,Allen,75013.0,34,0,59,84246,TX,Car Dependent,Minimal,Bikeable
2126,39,League City,77573.0,22,0,36,83560,TX,Car Dependent,Minimal,Somewhat Bikeable
2127,40,Longview,75601.0,29,0,39,80455,TX,Car Dependent,Minimal,Somewhat Bikeable
2128,41,Sugar Land,,27,0,39,78817,TX,Car Dependent,Minimal,Somewhat Bikeable
2129,42,Edinburg,,28,0,39,77100,TX,Car Dependent,Minimal,Somewhat Bikeable
2130,43,Mission,,33,0,40,77058,TX,Car Dependent,Minimal,Somewhat Bikeable
2131,44,Bryan,77803.0,33,0,46,76201,TX,Car Dependent,Minimal,Somewhat Bikeable
2132,45,Baytown,,32,0,42,71802,TX,Car Dependent,Minimal,Somewhat Bikeable
2133,46,Pharr,,37,0,43,70400,TX,Car Dependent,Minimal,Somewhat Bikeable
2134,47,Missouri City,,25,0,36,67358,TX,Car Dependent,Minimal,Somewhat Bikeable
2135,48,Temple,,31,0,38,66102,TX,Car Dependent,Minimal,Somewhat Bikeable
2136,49,Atascocita,77346.0,25,0,36,65844,TX,Car Dependent,Minimal,Somewhat Bikeable
2137,50,Harlingen,,36,0,46,64849,TX,Car Dependent,Minimal,Somewhat Bikeable
2138,51,Flower Mound,75028.0,26,0,34,64669,TX,Car Dependent,Minimal,Somewhat Bikeable
2139,52,North Richland Hills,76180.0,33,0,44,63343,TX,Car Dependent,Minimal,Somewhat Bikeable
2140,53,Victoria,77901.0,35,0,43,62592,TX,Car Dependent,Minimal,Somewhat Bikeable
2141,54,New Braunfels,,25,0,34,57740,TX,Car Dependent,Minimal,Somewhat Bikeable
2142,55,Mansfield,,25,0,36,56368,TX,Car Dependent,Minimal,Somewhat Bikeable
2143,56,Conroe,77301.0,26,0,39,56207,TX,Car Dependent,Minimal,Somewhat Bikeable
2144,57,Rowlett,75089.0,18,13,33,56199,TX,Car Dependent,Minimal,Somewhat Bikeable
2145,58,Spring,77373.0,20,0,37,54298,TX,Car Dependent,Minimal,Somewhat Bikeable
2146,59,Port Arthur,,35,0,45,53818,TX,Car Dependent,Minimal,Somewhat Bikeable
2147,60,Euless,76039.0,37,0,38,51277,TX,Car Dependent,Minimal,Somewhat Bikeable
2148,61,DeSoto,75115.0,24,0,32,49047,TX,Car Dependent,Minimal,Somewhat Bikeable
2149,62,Cedar Park,,23,0,41,48937,TX,Car Dependent,Minimal,Somewhat Bikeable
2150,63,Galveston,77550.0,54,0,57,47743,TX,Somewhat Walkable,Minimal,Bikeable
2151,64,Georgetown,,22,0,35,47400,TX,Car Dependent,Minimal,Somewhat Bikeable
2152,65,Bedford,76021.0,43,0,43,46979,TX,Car Dependent,Minimal,Somewhat Bikeable
2153,66,Pflugerville,,22,0,39,46936,TX,Car Dependent,Minimal,Somewhat Bikeable
2154,67,Grapevine,76051.0,29,0,39,46334,TX,Car Dependent,Minimal,Somewhat Bikeable
2155,68,Texas City,77590.0,35,0,45,45099,TX,Car Dependent,Minimal,Somewhat Bikeable
2156,69,Cedar Hill,75104.0,19,0,31,45028,TX,Car Dependent,Minimal,Somewhat Bikeable
2157,70,San Marcos,,39,0,43,44894,TX,Car Dependent,Minimal,Somewhat Bikeable
2158,71,Haltom City,,38,0,40,42409,TX,Car Dependent,Minimal,Somewhat Bikeable
2159,72,Wylie,,18,0,34,41427,TX,Car Dependent,Minimal,Somewhat Bikeable
2160,73,Keller,,23,0,36,39627,TX,Car Dependent,Minimal,Somewhat Bikeable
2161,74,Coppell,,28,0,37,38659,TX,Car Dependent,Minimal,Somewhat Bikeable
2162,75,Huntsville,77341.0,33,0,35,38548,TX,Car Dependent,Minimal,Somewhat Bikeable
2163,76,Duncanville,75116.0,44,12,44,38524,TX,Car Dependent,Minimal,Somewhat Bikeable
2164,77,Sherman,,30,0,38,38521,TX,Car Dependent,Minimal,Somewhat Bikeable
2165,78,Channelview,77530.0,23,0,37,38289,TX,Car Dependent,Minimal,Somewhat Bikeable
2166,79,Rockwall,,25,0,30,37490,TX,Car Dependent,Minimal,Somewhat Bikeable
2167,80,Hurst,76054.0,47,0,44,37337,TX,Car Dependent,Minimal,Somewhat Bikeable
2168,81,Burleson,,27,0,38,36690,TX,Car Dependent,Minimal,Somewhat Bikeable
2169,82,Mission Bend,,26,13,36,36501,TX,Car Dependent,Minimal,Somewhat Bikeable
2170,83,Texarkana,,29,0,42,36411,TX,Car Dependent,Minimal,Somewhat Bikeable
2171,84,Lancaster,75134.0,22,0,37,36361,TX,Car Dependent,Minimal,Somewhat Bikeable
2172,85,The Colony,,27,0,40,36328,TX,Car Dependent,Minimal,Somewhat Bikeable
2173,86,Friendswood,,22,0,36,35805,TX,Car Dependent,Minimal,Somewhat Bikeable
2174,87,Weslaco,,35,0,41,35670,TX,Car Dependent,Minimal,Somewhat Bikeable
2175,88,Del Rio,,35,0,44,35591,TX,Car Dependent,Minimal,Somewhat Bikeable
2176,89,Lufkin,,26,0,41,35067,TX,Car Dependent,Minimal,Somewhat Bikeable
2177,90,San Juan,,33,0,40,33856,TX,Car Dependent,Minimal,Somewhat Bikeable
2178,91,La Porte,,25,0,39,33800,TX,Car Dependent,Minimal,Somewhat Bikeable
2179,92,Nacogdoches,,28,0,37,32996,TX,Car Dependent,Minimal,Somewhat Bikeable
2180,93,Copperas Cove,,26,0,30,32032,TX,Car Dependent,Minimal,Somewhat Bikeable
2181,94,Socorro,,23,0,37,32013,TX,Car Dependent,Minimal,Somewhat Bikeable
2182,95,Deer Park,77536.0,32,0,41,32010,TX,Car Dependent,Minimal,Somewhat Bikeable
2183,96,Schertz,,21,0,32,31465,TX,Car Dependent,Minimal,Somewhat Bikeable
2184,97,Rosenberg,,35,0,41,30618,TX,Car Dependent,Minimal,Somewhat Bikeable
