Job Title,Company,Location,Posting Date,Extract Date,Summary,Salary,Job Url
"SENIOR ACCOUNTANT, INCOME TAX - INTERNATIONAL",Compass Group,"Charlotte, NC",30+ days ago,2021-03-23,"This role is primarily responsible for the preparation of U.S. international tax compliance and support of the international tax team with research, planning,…",,https://www.indeed.com/rc/clk?jk=4d236139f609812c&fccid=c55f4ad42cee2cd3&vjs=3
Tax-Senior-Financial Services- SALT IF,Ernst & Young,"Charlotte, NC",17 days ago,2021-03-23,"Excellent collaboration and negotiation skills, and the confidence to challenge senior colleagues and stakeholders from a diverse range of backgrounds.",,https://www.indeed.com/rc/clk?jk=7deab05599f8b3d3&fccid=1544766d4c2915b0&vjs=3
Lead Senior Auditor,Lowe's,"Mooresville, NC",11 days ago,2021-03-23,"The Lead Auditor is responsible for planning of audits, developing steps for audit testing, and gather and analyze information necessary to evaluate the…",,https://www.indeed.com/rc/clk?jk=3adc5fdd97619407&fccid=402f23c7b01ca527&vjs=3
Audit Senior Associate,KPMG,"Charlotte, NC",30+ days ago,2021-03-23,Support the design and execution of an engagement's audit approach and procedures in accordance with relevant regulatory professional auditing and assurance…,,https://www.indeed.com/rc/clk?jk=a3ca514ce9aea602&fccid=2dd390c3a48a7ed0&vjs=3
"Senior Associate, Business Tax Services",KPMG,"Charlotte, NC",30+ days ago,2021-03-23,"Participate in and contribute to market and business activities external to the firm.
KPMG LLP (the U.S. member firm of KPMG International) offers a…",,https://www.indeed.com/rc/clk?jk=f704bdc8ae4d2ad5&fccid=2dd390c3a48a7ed0&vjs=3
Sr Internal Finance Auditor,Honeywell,"Charlotte, NC",30+ days ago,2021-03-23,"Some experience planning and executing audits in global environments.
You will partner with Business Leadership, Controllership, Finance Operations and External…",,https://www.indeed.com/rc/clk?jk=6fc0385312c8b7f6&fccid=50208b5bf45ee3b8&vjs=3
Senior Assurance Associate,"GreerWalker, LLP","Charlotte, NC",30+ days ago,2021-03-23,"Minimum of three years of experience as a staff accountant.
Technical knowledge sufficient to supervise staff accountant as well as review their work.",,https://www.indeed.com/rc/clk?jk=2f08287981010dc9&fccid=3c9696c129c591c6&vjs=3
"SENIOR ACCOUNTANT, INCOME TAX - INTERNATIONAL",Compass Group,"Charlotte, NC",30+ days ago,2021-03-23,"This role is primarily responsible for the preparation of U.S. international tax compliance and support of the international tax team with research, planning,…",,https://www.indeed.com/rc/clk?jk=4d236139f609812c&fccid=c55f4ad42cee2cd3&vjs=3
"Senior Associate, Audit Resource Management",KPMG,"Charlotte, NC",24 days ago,2021-03-23,"Act as the day-to-day contact for managers and staff regarding general firm and resource topics.
Minimum three years of recent resource management or audit…",,https://www.indeed.com/rc/clk?jk=4cbe96aa11a3664e&fccid=2dd390c3a48a7ed0&vjs=3
Senior Tax Associate- High Net Worth,Red Ventures,"Charlotte, NC",30+ days ago,2021-03-23,"Solid knowledge in high-net-worth person compliance and consulting matters, including tax planning and tax return compliance.",,https://www.indeed.com/rc/clk?jk=280f3e3ba4683114&fccid=c39dcf34372f1519&vjs=3
Tax-Senior-Financial Services- SALT IF,Ernst & Young,"Charlotte, NC",17 days ago,2021-03-23,"Excellent collaboration and negotiation skills, and the confidence to challenge senior colleagues and stakeholders from a diverse range of backgrounds.",,https://www.indeed.com/rc/clk?jk=7deab05599f8b3d3&fccid=1544766d4c2915b0&vjs=3
Senior Internal Auditor,"Dole Food Company, Inc.","Charlotte, NC",30+ days ago,2021-03-23,Lead and perform multiple tasks on assurance and advisory engagements from planning through fieldwork and reporting in conformance with The IIA’s International…,,https://www.indeed.com/rc/clk?jk=15a417719748e01d&fccid=d4de824a81e1f876&vjs=3
Senior Corporate Accountant $75-80k,Vaco,"Charlotte, NC",18 days ago,2021-03-23,"The Senior Accountant will be responsible for performing general ledger accounting, journal entries, account reconciliations, full month-end close cycle,…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_sybMACCpf9B-677oK5j6rPldVB6BlrVvFjO_o-GJZbzuF-qh4PxErFUqfUsv_6sFTzQP-LU59CJcmLRa9SsRsJpCHHYNM9tVmPzedh6xVq-fbXWyj4AvXZ-pB0buRKpxL-9yRiA3R5sFyfHAp5Zv21HS2R4rKcEolLS66phwz7RoM56zWEFeZpOV56es_4vJ7rgbPxd4UVbGmL1QvMONhRl1Rq8sRjZgn4-IWXvHWW73a6pAtd_55a7iRfZywx30bT9QS55th7rsqP1lSsUkAzLHpLom_zq6mzvoPoRndP40VpKSVmDNmGQ7R5y7voGhEj4daA7wiAONEBrrbmGuZkfONlje-2KOLT1TvCUARtEFGOrbIfrKLZ3_T-uykPHutiqwQKeYzQmtQwG1241ShqcRIZvSTAMSlmiZAUBGQVafXTDOHbPp6m6FD-oXI7oHDlW8nlBshy1K2Li0MMlqw8V3VR_OsXQEUuUOs6BAaITu9KG2d_OIlxz-hb_q1kg=&p=9&fvj=0&vjs=3
Senior Audit Associate,Rödl & Partner,"Charlotte, NC",30+ days ago,2021-03-23,"We recognize that talented people are attracted to companies that provide competitive pay, comprehensive benefits packages and outstanding advancement…",,https://www.indeed.com/rc/clk?jk=20c2984a14cc736b&fccid=9302447067d895a1&vjs=3
International Corporate Tax Advisory (ICTA) Senior - Charlotte,Ernst & Young,"Charlotte, NC",30+ days ago,2021-03-23,"Tax due diligence, deal structuring, and post-acquisition planning experience and/or inbound and outbound transaction consulting with international tax research…",,https://www.indeed.com/rc/clk?jk=70f9277501010e80&fccid=1544766d4c2915b0&vjs=3
DHG - Internal Audit Advisory Senior Consultant,Dixon Hughes Goodman,"Charlotte, NC",30+ days ago,2021-03-23,"Maintain and achieve high quality in work, client relations and team relations.
Support your engagement team in project execution on all phases of the…",,https://www.indeed.com/rc/clk?jk=c33ef8b2e968264a&fccid=98bebd3c8ae32694&vjs=3
Senior Associate SAP Audit,RSM US LLP,"Charlotte, NC",30+ days ago,2021-03-23,Heighten the firm brand by demonstrating thought leadership and embracing the firm's marketing campaigns and related programs supported by the firm.,,https://www.indeed.com/rc/clk?jk=4c658886671d88e2&fccid=198b7374e1f8a26f&vjs=3
Professional Practices Group (PPG) Senior- Assurance & Advisory Services,Elliott Davis,"Charlotte, NC",30+ days ago,2021-03-23,Assist in developing firm requirements and ensure that the Quality Control Program provides associates with professional development activities in accordance…,,https://www.indeed.com/rc/clk?jk=0da32b8d3ca1f0c8&fccid=a3b99287cfeec2b7&vjs=3
Professional Practices Group (PPG) Senior- Assurance & Advisory Services,Elliott Davis,"Charlotte, NC",30+ days ago,2021-03-23,Assist in developing firm requirements and ensure that the Quality Control Program provides associates with professional development activities in accordance…,,https://www.indeed.com/rc/clk?jk=0da32b8d3ca1f0c8&fccid=a3b99287cfeec2b7&vjs=3
"Sr. Audit Manager, Professional Practices",AIG,"Charlotte, NC",30+ days ago,2021-03-23,"Support various projects throughout the year (e.g., risk assessment and planning).
You will report to our Professional Practices Lead and assist in maintaining…",,https://www.indeed.com/rc/clk?jk=dfadb327b3dfd7c8&fccid=9a92a4bf81326e1e&vjs=3
Audit Senior Associate,Grant Thornton,"Charlotte, NC",30+ days ago,2021-03-23,"Run client engagements from start to finish, which includes planning, executing, directing, and completing financial audits and managing to budget.",,https://www.indeed.com/rc/clk?jk=516c6d48dc80f94a&fccid=7ac82fceed64aa81&vjs=3
Tax Senior,Elliott Davis,"Charlotte, NC",30+ days ago,2021-03-23,"2+ years recent accounting firm experience.
This role will work closely with domestic and multinational businesses.
Apply tax knowledge to complex tax returns.",,https://www.indeed.com/rc/clk?jk=d5dd231168d98369&fccid=a3b99287cfeec2b7&vjs=3
Sr. Auditor - Remote,MSC Industrial Supply,"Charlotte, NC",30+ days ago,2021-03-23,"Assists Audit Management with the planning of operational audits (functional areas, distribution centers and branches) including preliminary understandings,…",,https://www.indeed.com/rc/clk?jk=4e4158680b11c4ce&fccid=03d1cab2c90ea3c2&vjs=3
Senior Internal Auditor,Truist Financial,"Charlotte, NC",12 days ago,2021-03-23,"You will be required to create an account (or sign in with an existing account).
Should you have a disability and need assistance with the application process,…",,https://www.indeed.com/rc/clk?jk=650d309213af326b&fccid=035229327af06091&vjs=3
Mergers and Acquisitions (M&A) Tax Services Senior Associate,Grant Thornton,"Charlotte, NC",5 days ago,2021-03-23,Responsibilities will include: interacting closely with the firm’s clients to provide innovative tax planning and consulting services in a highly responsive…,,https://www.indeed.com/rc/clk?jk=25b6944515c00e66&fccid=7ac82fceed64aa81&vjs=3
Experienced Audit Senior,BDO,"Charlotte, NC",15 days ago,2021-03-23,"The Experienced Audit Senior will be responsible for coordinating the day-to-day ""in-charge"" duties of planning, fieldwork and ""wrap-up"" to include the…",,https://www.indeed.com/rc/clk?jk=c9545f6265898f6d&fccid=3639654bd4055c70&vjs=3
Mergers & Acquisitions Tax Senior,Elliott Davis,"Charlotte, NC",30+ days ago,2021-03-23,"A minimum of 1 year of relevant tax experience in the M&A/transaction services space (i.e., M&A tax due diligence, deal structuring, and post-acquisition…",,https://www.indeed.com/rc/clk?jk=f24e425b3b1bb9a7&fccid=a3b99287cfeec2b7&vjs=3
Audit Senior Manager,Elliott Davis,"Charlotte, NC",30+ days ago,2021-03-23,"Develop new business for firm through associations.
8+ years recent audit experience at a public accounting firm.
Maintain client contact throughout the year.",,https://www.indeed.com/rc/clk?jk=731ae168cae5dab0&fccid=a3b99287cfeec2b7&vjs=3
"Senior Manager, Tax Accounting",XPO Logistics,"Charlotte, NC",13 days ago,2021-03-23,"Assist with tax accounting implications of transactions, tax planning projects, new ASU and pending accounting and tax legislations.",,https://www.indeed.com/rc/clk?jk=0b55e6d6f9a73abf&fccid=518acc75d1476dc2&vjs=3
Sr Tax Analyst - Technology,Honeywell,"Charlotte, NC",30+ days ago,2021-03-23,"The Senior Tax Analyst, coming from a large public accounting firm will drive tax compliance and reporting through process improvement and automation.",,https://www.indeed.com/rc/clk?jk=9be4e8b66384ea00&fccid=50208b5bf45ee3b8&vjs=3
Tax Senior Associate - Credits & Incentives/R&D,RSM US LLP,"Charlotte, NC",30+ days ago,2021-03-23,"Perform tax planning and research, resolving complex tax issues, and giving recommendations to clients, as it relates specifically to the R&D credit.",,https://www.indeed.com/rc/clk?jk=7a2c77260565b750&fccid=198b7374e1f8a26f&vjs=3
Tax Senior Manager,Elliott Davis,"Charlotte, NC",30+ days ago,2021-03-23,Collaborating cross-functionally within the firm to grow existing business and offer a variety of business solutions to customers and prospects.,,https://www.indeed.com/rc/clk?jk=75e3bbdab13e5e91&fccid=a3b99287cfeec2b7&vjs=3
Sr. Tax and Wealth Planning Specialist - CFP,Vanguard,"Charlotte, NC",30+ days ago,2021-03-23,"Focus on income tax planning, retirement planning, education funding analysis, executive compensation issues and stock option analysis, asset allocation…",,https://www.indeed.com/rc/clk?jk=cde5a0cff8a7ed52&fccid=510aa29fcf8f87d9&vjs=3
"Sr. Audit Manager, Professional Practices",AIG,"Charlotte, NC",30+ days ago,2021-03-23,"Support various projects throughout the year (e.g., risk assessment and planning).
You will report to our Professional Practices Lead and assist in maintaining…",,https://www.indeed.com/rc/clk?jk=dfadb327b3dfd7c8&fccid=9a92a4bf81326e1e&vjs=3
Audit Senior Manager,Elliott Davis,"Charlotte, NC",30+ days ago,2021-03-23,"Develop new business for firm through associations.
8+ years recent audit experience at a public accounting firm.
Maintain client contact throughout the year.",,https://www.indeed.com/rc/clk?jk=731ae168cae5dab0&fccid=a3b99287cfeec2b7&vjs=3
Sr Tax Analyst - Technology,Honeywell,"Charlotte, NC",30+ days ago,2021-03-23,"The Senior Tax Analyst, coming from a large public accounting firm will drive tax compliance and reporting through process improvement and automation.",,https://www.indeed.com/rc/clk?jk=9be4e8b66384ea00&fccid=50208b5bf45ee3b8&vjs=3
Tax Senior Associate - Credits & Incentives/R&D,RSM US LLP,"Charlotte, NC",30+ days ago,2021-03-23,"Perform tax planning and research, resolving complex tax issues, and giving recommendations to clients, as it relates specifically to the R&D credit.",,https://www.indeed.com/rc/clk?jk=7a2c77260565b750&fccid=198b7374e1f8a26f&vjs=3
Senior Internal Auditor,Ingersoll Rand,"Davidson, NC",30+ days ago,2021-03-23,"For assigned audit projects, assist in the internal audit project preparation and planning activities to target key risk areas.
Must be fluent in English.",,https://www.indeed.com/rc/clk?jk=91afb55f81685d87&fccid=2e3453ae2db0c66d&vjs=3
Audit & Assurance Senior,Deloitte,"Charlotte, NC",30+ days ago,2021-03-23,"Experience with a regional or Big 4 accounting firm.
As an Audit & Assurance Senior, you'll design and execute audit procedures based on the client’s business,…",,https://www.indeed.com/rc/clk?jk=7bb2365e398580e3&fccid=9e215d88a6b33622&vjs=3
CPA Tax Senior,Burkett Burkett & Burkett Certified Public Account...,"Rock Hill, SC",15 days ago,2021-03-23,Primary responsibilities include tax compliance and research projects for clients in diverse industries; performing engagements requiring tax analysis for all…,,https://www.indeed.com/rc/clk?jk=32df225a5ff91703&fccid=36b74528e01ff920&vjs=3
Tax Senior Manager,CohnReznick,"Charlotte, NC",30+ days ago,2021-03-23,Identify opportunities to expand the scope of current engagements through identification of current client needs and target client requirements.,,https://www.indeed.com/rc/clk?jk=48b68772d1c974eb&fccid=f0bade0760e83581&vjs=3
Senior Tax Associate,"GreerWalker, LLP","Charlotte, NC",30+ days ago,2021-03-23,"Participate in client meetings and serve as the Engagement Lead on specific client accounts, taking responsibility for pre-engagement planning, execution, and…",,https://www.indeed.com/rc/clk?jk=771e8edfdedc4c86&fccid=3c9696c129c591c6&vjs=3
"Core Tax Services, ASC 740 Senior Manager",BDO,"Charlotte, NC",5 days ago,2021-03-23,"The Core Tax Services (“CTS”) Senior Manager – ASC740 is responsible for advising clients on the tax implications of their business objectives, evaluating and…",,https://www.indeed.com/rc/clk?jk=e0896ad64f612022&fccid=3639654bd4055c70&vjs=3
CPA Tax Senior,Burkett Burkett & Burkett Certified Public Account...,"Rock Hill, SC",15 days ago,2021-03-23,Primary responsibilities include tax compliance and research projects for clients in diverse industries; performing engagements requiring tax analysis for all…,,"https://www.indeed.com/company/Burkett-Burkett-&-Burkett-Certified-Public-Accountants,-P.A./jobs/CPA-Tax-Senior-3fb9f69977a9be12?fccid=bc1047e5ad763b50&vjs=3"
"Senior Manager, M&A Tax",KPMG,"Charlotte, NC",25 days ago,2021-03-23,"A minimum of eight years of experience in federal tax and/or mergers and acquisition in a public accounting firm, corporate tax department, or law firm.",,https://www.indeed.com/rc/clk?jk=ec70b5915ebfc9d6&fccid=2dd390c3a48a7ed0&vjs=3
Senior Associate (Audit & Tax),Rödl & Partner,"Charlotte, NC",30+ days ago,2021-03-23,"We recognize that talented people are attracted to companies that provide competitive pay, comprehensive benefits packages and outstanding advancement…",,https://www.indeed.com/rc/clk?jk=1ef01a27d366788d&fccid=9302447067d895a1&vjs=3
Core Tax Services Senior Associate,BDO,"Charlotte, NC",15 days ago,2021-03-23,"A Core Tax Services Senior Associate is responsible for utilizing research skills, applying tax foundational knowledge to understand potential tax issues,…",,https://www.indeed.com/rc/clk?jk=bb3adea59194379d&fccid=3639654bd4055c70&vjs=3
"Senior Analyst, Domestic Tax, Federal Focus",Ingersoll Rand,"Davidson, NC",30+ days ago,2021-03-23,"3+ years of tax experience in a medium to large organization or CPA firm.
The role will have a federal focus.
Prepare federal fixed asset data.",,https://www.indeed.com/rc/clk?jk=40fe841edcb97d4d&fccid=2e3453ae2db0c66d&vjs=3
"Tax Senior Manager, Pass through entities",BDO,"Charlotte, NC",25 days ago,2021-03-23,The Senior Tax Manager is responsible for providing tax and consulting services to business clients with pass through entities and to their business owners.,,https://www.indeed.com/rc/clk?jk=2f3956c52d10c4bc&fccid=3639654bd4055c70&vjs=3
"Global Audit and Assurance Transformation, Senior Program Manager",Deloitte,"Charlotte, NC",30+ days ago,2021-03-23,Manage relationships with key (including senior) stakeholders inside and outside of A&A to ensure aligned roadmaps.,,https://www.indeed.com/rc/clk?jk=e108f7717ebbf1ce&fccid=9e215d88a6b33622&vjs=3
Senior Auditor,Vaco,"Charlotte, NC",20 days ago,2021-03-23,"Conducting special reviews and projects as directed by senior management.
Obtaining and performing appropriate analysis of data for the audit entity to assess…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_sybMACCpf9B-677oK5j6rPldVB6BlrVvFjO_o-GJZbzuF-qh4PxErFUqfUsv_6u1fq5V5O1YV2c66jUyl364wmbxuO_epaz0dUZoCTxHEO7TLajHzEYZ6PbTdQ0e9Th8P72HqZGyVDZOn9FOh2RFOkJOI31flSTde0Br5q9FSFrUY8wIO3nurzDs3WdnbgnZByxQjB934yVzSSCDfdMGYZ7KhJG07YFkpe0lU6rLYuKGvH30JTVa1NuDRuOYbn0Bk_eRLYGy-OY2MSDCgQh-inBcdmX42z5MTpWrU9CnXLOXq_vddAnLGWMKB4wFrqGY8MTnf_sHi5BqUmMqDuDtvCFXi4LyQUJ2Wi1SZPtdgPKEaV0XyasxSTZG7QXvIDgBb3H6CfMEYPoWQzqhDQH0wB3w6W7Uim_KSSpi848jxDkgwrVbU10N6L-xcuooynsgwPHgjfTSkJjh0xgR9n5CbXLxU0PHVv1heFTLmRzftfdmbXNAcvOiUO3d6ldL7ak=&p=2&fvj=0&vjs=3
"Senior Manager, International Tax Compliance",XPO Logistics,"Charlotte, NC",22 days ago,2021-03-23,"5 years of experience in a publicly traded corporate income tax department, or in the tax department of a large public accounting firm or law firm with 3 years…",,https://www.indeed.com/rc/clk?jk=6ca7190715af0b8b&fccid=518acc75d1476dc2&vjs=3
Tax Senior Manager - EDGE – Financial Services Organization,Ernst & Young,"Charlotte, NC",17 days ago,2021-03-23,"Serve as the Tax Functional Leader across compliance, advisory or annuity tax service delivery.
Lead tax processes by directing and coordinating day-to-day…",,https://www.indeed.com/rc/clk?jk=7e2509c655f23338&fccid=1544766d4c2915b0&vjs=3
Tax Services Senior--Indirect Tax--Income & Franchise,Ernst & Young,"Charlotte, NC",28 days ago,2021-03-23,"Learning and researching current market trends, to maintain your credibility as a trusted advisor.
Analyzing an evolving portfolio of complex tax operations to…",,https://www.indeed.com/rc/clk?jk=c1e5800918b82b40&fccid=1544766d4c2915b0&vjs=3
Internal Audit/Regulatory Compliance Senior,Elliott Davis,"Charlotte, NC",28 days ago,2021-03-23,"Tasks will include planning the audit process, researching, reviewing current processes and providing recommendations to enhance company policies and procedures…",,https://www.indeed.com/rc/clk?jk=e7f7f999c0a385e6&fccid=a3b99287cfeec2b7&vjs=3
Senior - Business Tax Services - Federal/Corporate Tax,Deloitte,"Charlotte, NC",30+ days ago,2021-03-23,"As a Tax Senior Consultant within the Business Tax Services group, you will be a valuable member of tax engagement teams, providing and assisting with a variety…",,https://www.indeed.com/rc/clk?jk=95d19a8e5d5ef2c5&fccid=9e215d88a6b33622&vjs=3
CPA - Public Accounting/ Tax Senior,"Ladd, McCall & Associates, CPAs, PA","Cornelius, NC",30+ days ago,2021-03-23,"This position requires a CPA with a minimum of 5 years experience in public accounting with a strong back ground in individual, corporate and partnership tax…",,"https://www.indeed.com/company/Ladd,-McCall-&-Associates,-CPAs,-PA/jobs/CPA-d4b367ac25f72948?fccid=25b233ab6a908d33&vjs=3"
Multistate Tax services – Income Franchise Senior – Investment Management,Deloitte,"Charlotte, NC",30+ days ago,2021-03-23,"Assisting with tax consulting projects including tax planning, restructuring, and due diligence.
2+ years’ experience providing tax planning services or…",,https://www.indeed.com/rc/clk?jk=b3ab8594efe04c2f&fccid=9e215d88a6b33622&vjs=3
"Senior Manager, Tax Accounting Methods and Credit Services",KPMG,"Charlotte, NC",27 days ago,2021-03-23,"Assist in new business development, including add-on business, while sustaining excellent client service by networking within the firm and building on existing…",,https://www.indeed.com/rc/clk?jk=f8450b9a316151d9&fccid=2dd390c3a48a7ed0&vjs=3
Tax Services Senior Manager- National Tax - Tax Technology and Transformation - Indirect Tax,Ernst & Young,"Charlotte, NC",11 days ago,2021-03-23,"Consolidating tax data to make analysis and planning more efficient.
Emerging tax technology, including robotic process automation (RPA), artificial…",,https://www.indeed.com/rc/clk?jk=dca2ae11aa5a6da4&fccid=1544766d4c2915b0&vjs=3
