"city, state",ds,y
"New Haven, CT",2017,1325
"Meriden, CT",2017,1325
"Colchester, CT",2017,1150
"Lebanon, CT",2017,1150
"Norwich, CT",2017,1077
"New London, CT",2017,1077
"Hartford, CT",2017,1212
"West Hartford, CT",2017,1212
"East Hartford, CT",2017,1212
"Windham County, CT",2017,939
"Dover, DE",2017,1037
"Philadelphia, DE",2017,1211
"Camden, DE",2017,1211
"Wilmington, DE",2017,1211
"Sussex County, DE",2017,915
"Washington, DC",2017,1746
"Arlington, DC",2017,1746
"Alexandria, DC",2017,1746
"Baker County, FL",2017,752
"Panama City, FL",2017,949
"Lynn Haven, FL",2017,949
"Panama City Beach, FL",2017,949
"Palm Bay, FL",2017,884
"Melbourne, FL",2017,884
"Titusville, FL",2017,884
"Fort Lauderdale, FL",2017,1307
"Punta Gorda, FL",2017,878
"Homosassa Springs, FL",2017,766
"Naples, FL",2017,1195
"Immokalee, FL",2017,1195
"Marco Island, FL",2017,1195
"Palm Coast, FL",2017,1028
"Gainesville, FL",2017,878
"Gulf County, FL",2017,869
"Sebring, FL",2017,745
"Sebastian, FL",2017,846
"Vero Beach, FL",2017,846
"Cape Coral, FL",2017,920
"Fort Myers, FL",2017,920
"Tallahassee, FL",2017,917
"Ocala, FL",2017,820
"Miami, FL",2017,1295
"Miami Beach, FL",2017,1295
"Kendall, FL",2017,1295
"Crestview, FL",2017,961
"Fort Walton Beach, FL",2017,961
"Destin, FL",2017,961
"West Palm Beach, FL",2017,1370
"Boca Raton, FL",2017,1370
"Tampa, FL",2017,1014
"St. Petersburg, FL",2017,1014
"Clearwater, FL",2017,1014
"Lakeland, FL",2017,838
"Winter Haven, FL",2017,838
"Jacksonville, FL",2017,969
"Port St. Lucie, FL",2017,1034
"Pensacola, FL",2017,897
"Ferry Pass, FL",2017,897
"Brent, FL",2017,897
"North Port, FL",2017,1063
"Sarasota, FL",2017,1063
"Bradenton, FL",2017,1063
"Orlando, FL",2017,1002
"Kissimmee, FL",2017,1002
"Sanford, FL",2017,1002
"The Villages, FL",2017,734
"Deltona, FL",2017,959
"Daytona Beach, FL",2017,959
"Ormond Beach, FL",2017,959
"Wakulla County, FL",2017,829
"Walton County, FL",2017,825
"Butts County, GA",2017,804
"Savannah, GA",2017,924
"Rome, GA",2017,666
"Gainesville, GA",2017,818
"Haralson County, GA",2017,734
"Warner Robins, GA",2017,808
"Lamar County, GA",2017,627
"Hinesville, GA",2017,902
"Lincoln County, GA",2017,596
"Long County, GA",2017,740
"Valdosta, GA",2017,694
"Brunswick, GA",2017,805
"Meriwether County, GA",2017,662
"Monroe County, GA",2017,783
"Morgan County, GA",2017,711
"Murray County, GA",2017,611
"Columbus, GA",2017,777
"Athens, GA",2017,815
"Clarke County, GA",2017,815
"Peach County, GA",2017,678
"Pulaski County, GA",2017,596
"Augusta, GA",2017,745
"Richmond County, GA",2017,745
"Chattanooga, GA",2017,822
"Atlanta, GA",2017,990
"Sandy Springs, GA",2017,990
"Roswell, GA",2017,990
"Dalton, GA",2017,652
"Albany, GA",2017,752
"Urban Honolulu, HI",2017,1982
"Pocatello, ID",2017,681
"Butte County, ID",2017,720
"Logan, ID",2017,681
"Gem County, ID",2017,731
"Idaho Falls, ID",2017,742
"Coeur d'Alene, ID",2017,808
"Lewiston, ID",2017,715
"Boise City, ID",2017,807
"Cape Girardeau, IL",2017,735
"Bond County, IL",2017,702
"DeKalb County, IL",2017,918
"De Witt County, IL",2017,654
"Grundy County, IL",2017,1036
"Jackson County, IL",2017,733
"Kankakee, IL",2017,899
"Kendall County, IL",2017,1100
"Bloomington, IL",2017,810
"Decatur, IL",2017,697
"Macoupin County, IL",2017,654
"Champaign, IL",2017,829
"Urbana, IL",2017,829
"Davenport, IL",2017,738
"Moline, IL",2017,738
"Rock Island, IL",2017,738
"St. Louis, IL",2017,896
"Springfield, IL",2017,783
"Danville, IL",2017,703
"Chicago, IL",2017,1232
"Joliet, IL",2017,1232
"Naperville, IL",2017,1232
"Williamson County, IL",2017,673
"Rockford, IL",2017,768
"Peoria, IL",2017,775
"Columbus, IN",2017,856
"Carroll County, IN",2017,666
"Muncie, IN",2017,693
"Elkhart, IN",2017,751
"Goshen, IN",2017,751
"Louisville, IN",2017,793
"Kokomo, IN",2017,745
"Jasper County, IN",2017,765
"Michigan City, IN",2017,729
"La Porte, IN",2017,729
"Anderson, IN",2017,775
"Bloomington, IN",2017,884
"Cincinnati, IN",2017,806
"Owen County, IN",2017,725
"Gary, IN",2017,864
"Putnam County, IN",2017,690
"South Bend, IN",2017,792
"Mishawaka, IN",2017,792
"Scott County, IN",2017,726
"Indianapolis, IN",2017,850
"Carmel, IN",2017,850
"Sullivan County, IN",2017,770
"Lafayette, IN",2017,827
"West Lafayette, IN",2017,827
"Union County, IN",2017,666
"Terre Haute, IN",2017,758
"Evansville, IN",2017,787
"Washington County, IN",2017,666
"Fort Wayne, IN",2017,691
"Benton County, IA",2017,646
"Bremer County, IA",2017,678
"Dubuque, IA",2017,819
"Waterloo, IA",2017,755
"Cedar Falls, IA",2017,755
"Iowa City, IA",2017,1012
"Jones County, IA",2017,649
"Cedar Rapids, IA",2017,764
"Plymouth County, IA",2017,661
"Omaha, IA",2017,894
"Council Bluffs, IA",2017,894
"Davenport, IA",2017,738
"Moline, IA",2017,738
"Rock Island, IA",2017,738
"Ames, IA",2017,805
"Des Moines, IA",2017,824
"West Des Moines, IA",2017,824
"Washington County, IA",2017,801
"Sioux City, IA",2017,753
"St. Joseph, KS",2017,712
"Lawrence, KS",2017,845
"Kingman County, KS",2017,681
"Manhattan, KS",2017,837
"Wichita, KS",2017,764
"Sumner County, KS",2017,681
"Topeka, KS",2017,760
"Kansas City, KS",2017,946
"Allen County, KY",2017,620
"Butler County, KY",2017,620
"Grant County, KY",2017,740
"Huntington, KY",2017,697
"Ashland, KY",2017,697
"Evansville, KY",2017,787
"Elizabethtown, KY",2017,752
"Owensboro, KY",2017,683
"Meade County, KY",2017,713
"Cincinnati, KY",2017,806
"Shelby County, KY",2017,733
"Clarksville, KY",2017,768
"Louisville, KY",2017,793
"Bowling Green, KY",2017,704
"Lexington, KY",2017,775
"Fayette, KY",2017,775
"Acadia Parish, LA",2017,604
"Lake Charles, LA",2017,786
"Shreveport, LA",2017,878
"Bossier City, LA",2017,878
"Iberia Parish, LA",2017,689
"Iberville Parish, LA",2017,666
"Alexandria, LA",2017,800
"St. James Parish, LA",2017,604
"Lafayette, LA",2017,843
"New Orleans, LA",2017,964
"Metairie, LA",2017,964
"Hammond, LA",2017,789
"Houma, LA",2017,869
"Thibodaux, LA",2017,869
"Monroe, LA",2017,809
"Vermilion Parish, LA",2017,646
"Webster Parish, LA",2017,620
"Baton Rouge, LA",2017,856
"Lewiston, ME",2017,832
"Auburn, ME",2017,832
"Cumberland County, ME",2017,910
"Bangor, ME",2017,860
"Penobscot County, ME",2017,725
"Sagadahoc County, ME",2017,831
"Portland, ME",2017,1078
"York County, ME",2017,890
"York, ME",2017,1187
"Kittery, ME",2017,1187
"South Berwick, ME",2017,1187
"Cumberland, MD",2017,683
"Philadelphia, MD",2017,1211
"Camden, MD",2017,1211
"Wilmington, MD",2017,1211
"Washington, MD",2017,1746
"Arlington, MD",2017,1746
"Alexandria, MD",2017,1746
"California, MD",2017,1260
"Lexington Park, MD",2017,1260
"Somerset County, MD",2017,734
"Hagerstown, MD",2017,868
"Salisbury, MD",2017,946
"Worcester County, MD",2017,956
"Baltimore, MD",2017,1376
"Columbia, MD",2017,1376
"Towson, MD",2017,1376
"Barnstable Town, MA",2017,1240
"Pittsfield, MA",2017,887
"Berkshire County, MA",2017,886
"New Bedford, MA",2017,849
"Easton, MA",2017,1344
"Raynham, MA",2017,1344
"Taunton, MA",2017,1092
"Mansfield, MA",2017,1092
"Norton, MA",2017,1092
"Providence, MA",2017,994
"Fall River, MA",2017,994
"Lawrence, MA",2017,1305
"Springfield, MA",2017,1057
"Lowell, MA",2017,1203
"Brockton, MA",2017,1158
"Boston, MA",2017,1691
"Cambridge, MA",2017,1691
"Quincy, MA",2017,1691
"Eastern Worcester County, MA",2017,1254
"Western Worcester County, MA",2017,823
"Fitchburg, MA",2017,1010
"Leominster, MA",2017,1010
"Worcester, MA",2017,1060
"Barry County, MI",2017,725
"Bay City, MI",2017,726
"Niles, MI",2017,714
"Benton Harbor, MI",2017,714
"Battle Creek, MI",2017,806
"Cass County, MI",2017,737
"Flint, MI",2017,738
"Lansing, MI",2017,815
"East Lansing, MI",2017,815
"Jackson, MI",2017,769
"Grand Rapids, MI",2017,823
"Wyoming, MI",2017,823
"Livingston County, MI",2017,922
"Midland, MI",2017,743
"Monroe, MI",2017,836
"Montcalm County, MI",2017,681
"Muskegon, MI",2017,723
"Holland, MI",2017,773
"Grand Haven, MI",2017,773
"Saginaw, MI",2017,755
"Kalamazoo, MI",2017,782
"Portage, MI",2017,782
"Ann Arbor, MI",2017,1025
"Detroit, MI",2017,911
"Warren, MI",2017,911
"Livonia, MI",2017,911
"Fargo, MN",2017,767
"Fillmore County, MN",2017,681
"La Crosse, MN",2017,814
"Onalaska, MN",2017,814
"Le Sueur County, MN",2017,745
"Mille Lacs County, MN",2017,844
"Mankato, MN",2017,853
"North Mankato, MN",2017,853
"Rochester, MN",2017,936
"Grand Forks, MN",2017,854
"Duluth, MN",2017,771
"Sibley County, MN",2017,694
"St. Cloud, MN",2017,740
"Wabasha County, MN",2017,771
"Minneapolis, MN",2017,1086
"St. Paul, MN",2017,1086
"Bloomington, MN",2017,1086
"Benton County, MS",2017,681
"Memphis, MS",2017,835
"Gulfport, MS",2017,777
"Biloxi, MS",2017,777
"Pascagoula, MS",2017,789
"Marshall County, MS",2017,681
"Hattiesburg, MS",2017,877
"Jackson, MS",2017,856
"Simpson County, MS",2017,681
"Tate County, MS",2017,688
"Tunica County, MS",2017,715
"Yazoo County, MS",2017,694
"Bates County, MO",2017,637
"Columbia, MO",2017,772
"Callaway County, MO",2017,645
"Cape Girardeau, MO",2017,735
"Dallas County, MO",2017,637
"St. Joseph, MO",2017,712
"McDonald County, MO",2017,637
"Moniteau County, MO",2017,637
"Joplin, MO",2017,703
"Jefferson City, MO",2017,647
"Polk County, MO",2017,637
"Kansas City, MO",2017,946
"Springfield, MO",2017,707
"St. Louis, MO",2017,896
"Great Falls, MT",2017,720
"Golden Valley County, MT",2017,681
"Missoula, MT",2017,855
"Billings, MT",2017,859
"Sioux City, NE",2017,753
"Hall County, NE",2017,707
"Hamilton County, NE",2017,646
"Howard County, NE",2017,646
"Lincoln, NE",2017,801
"Merrick County, NE",2017,646
"Saunders County, NE",2017,740
"Seward County, NE",2017,675
"Omaha, NE",2017,894
"Council Bluffs, NE",2017,894
"Las Vegas, NV",2017,954
"Henderson, NV",2017,954
"Paradise, NV",2017,954
"Reno, NV",2017,920
"Carson City, NV",2017,821
"Manchester, NH",2017,1177
"Nashua, NH",2017,1181
"Hillsborough County, NH",2017,997
"Western Rockingham County, NH",2017,1331
"Boston, NH",2017,1691
"Cambridge, NH",2017,1691
"Quincy, NH",2017,1691
"Lawrence, NH",2017,1305
"Portsmouth, NH",2017,1174
"Rochester, NH",2017,1174
"Atlantic City, NJ",2017,1310
"Hammonton, NJ",2017,1310
"Ocean City, NJ",2017,1133
"Vineland, NJ",2017,1130
"Bridgeton, NJ",2017,1130
"Jersey City, NJ",2017,1519
"Trenton, NJ",2017,1364
"Monmouth, NJ",2017,1484
"Ocean, NJ",2017,1484
"Bergen, NJ",2017,1557
"Passaic, NJ",2017,1557
"Philadelphia, NJ",2017,1211
"Camden, NJ",2017,1211
"Wilmington, NJ",2017,1211
"Middlesex, NJ",2017,1654
"Somerset, NJ",2017,1654
"Hunterdon, NJ",2017,1654
"Newark, NJ",2017,1288
"Warren County, NJ",2017,1118
"Las Cruces, NM",2017,695
"Farmington, NM",2017,780
"Santa Fe, NM",2017,1048
"Albuquerque, NM",2017,878
"Elmira, NY",2017,815
"Watertown, NY",2017,1095
"Fort Drum, NY",2017,1095
"Buffalo, NY",2017,810
"Cheektowaga, NY",2017,810
"Niagara Falls, NY",2017,810
"Utica, NY",2017,819
"Rome, NY",2017,819
"Poughkeepsie, NY",2017,1269
"Newburgh, NY",2017,1269
"Middletown, NY",2017,1269
"Syracuse, NY",2017,817
"New York, NY",2017,1637
"Albany, NY",2017,1006
"Schenectady, NY",2017,1006
"Troy, NY",2017,1006
"Nassau, NY",2017,1878
"Suffolk, NY",2017,1878
"Binghamton, NY",2017,767
"Ithaca, NY",2017,1071
"Kingston, NY",2017,1141
"Glens Falls, NY",2017,871
"Rochester, NY",2017,915
"Westchester County, NY",2017,1706
"Yates County, NY",2017,716
"Burlington, NC",2017,838
"Brunswick County, NC",2017,883
"Hickory, NC",2017,680
"Lenoir, NC",2017,680
"Morganton, NC",2017,680
"Craven County, NC",2017,828
"Fayetteville, NC",2017,833
"Virginia Beach, NC",2017,1130
"Norfolk, NC",2017,1130
"Newport News, NC",2017,1130
"Davidson County, NC",2017,646
"Gates County, NC",2017,642
"Haywood County, NC",2017,746
"Hoke County, NC",2017,680
"Iredell County, NC",2017,825
"Jones County, NC",2017,669
"Lincoln County, NC",2017,698
"Asheville, NC",2017,891
"Rocky Mount, NC",2017,743
"Wilmington, NC",2017,915
"Jacksonville, NC",2017,812
"Durham, NC",2017,978
"Chapel Hill, NC",2017,978
"Pamlico County, NC",2017,642
"Pender County, NC",2017,717
"Person County, NC",2017,676
"Greenville, NC",2017,790
"Greensboro, NC",2017,763
"High Point, NC",2017,763
"Rockingham County, NC",2017,642
"Rowan County, NC",2017,699
"Charlotte, NC",2017,907
"Concord, NC",2017,907
"Gastonia, NC",2017,907
"Raleigh, NC",2017,993
"Goldsboro, NC",2017,671
"Winston, NC",2017,753
"Salem, NC",2017,753
"Fargo, ND",2017,767
"Grand Forks, ND",2017,854
"Bismarck, ND",2017,859
"Oliver County, ND",2017,681
"Sioux County, ND",2017,681
"Lima, OH",2017,681
"Wheeling, OH",2017,756
"Brown County, OH",2017,681
"Springfield, OH",2017,691
"Hocking County, OH",2017,681
"Weirton, OH",2017,713
"Steubenville, OH",2017,713
"Huntington, OH",2017,697
"Ashland, OH",2017,697
"Cleveland, OH",2017,781
"Elyria, OH",2017,781
"Dayton, OH",2017,764
"Perry County, OH",2017,681
"Columbus, OH",2017,886
"Mansfield, OH",2017,681
"Canton, OH",2017,761
"Massillon, OH",2017,761
"Akron, OH",2017,790
"Youngstown, OH",2017,681
"Warren, OH",2017,681
"Boardman, OH",2017,681
"Union County, OH",2017,860
"Cincinnati, OH",2017,806
"Toledo, OH",2017,730
"Lawton, OK",2017,744
"Cotton County, OK",2017,679
"Grady County, OK",2017,679
"Le Flore County, OK",2017,679
"Lincoln County, OK",2017,679
"Oklahoma City, OK",2017,807
"Okmulgee County, OK",2017,679
"Pawnee County, OK",2017,679
"Fort Smith, OK",2017,679
"Tulsa, OK",2017,818
"Corvallis, OR",2017,930
"Bend, OR",2017,857
"Redmond, OR",2017,857
"Medford, OR",2017,862
"Grants Pass, OR",2017,795
"Eugene, OR",2017,889
"Springfield, OR",2017,889
"Albany, OR",2017,878
"Salem, OR",2017,814
"Portland, OR",2017,1242
"Vancouver, OR",2017,1242
"Hillsboro, OR",2017,1242
"Gettysburg, PA",2017,874
"Armstrong County, PA",2017,681
"Reading, PA",2017,955
"Altoona, PA",2017,725
"Johnstown, PA",2017,681
"State College, PA",2017,940
"Columbia County, PA",2017,831
"Erie, PA",2017,757
"Chambersburg, PA",2017,848
"Waynesboro, PA",2017,848
"Lancaster, PA",2017,944
"Lebanon, PA",2017,779
"Williamsport, PA",2017,835
"Sharon, PA",2017,713
"East Stroudsburg, PA",2017,1192
"Montour County, PA",2017,980
"Allentown, PA",2017,1038
"Bethlehem, PA",2017,1038
"Easton, PA",2017,1038
"Harrisburg, PA",2017,918
"Carlisle, PA",2017,918
"Philadelphia, PA",2017,1211
"Camden, PA",2017,1211
"Wilmington, PA",2017,1211
"Pike County, PA",2017,1144
"Pittsburgh, PA",2017,822
"Scranton, PA",2017,802
", PA",2017,802
"Wilkes, PA",2017,802
"Barre, PA",2017,802
"York, PA",2017,892
"Hanover, PA",2017,892
"Newport, RI",2017,1229
"Middleton, RI",2017,1229
"Portsmouth, RI",2017,1229
"Providence, RI",2017,994
"Fall River, RI",2017,994
"Westerly, RI",2017,1123
"Hopkinton, RI",2017,1123
"New Shoreham, RI",2017,1123
"Anderson, SC",2017,674
"Beaufort County, SC",2017,1083
"Chester County, SC",2017,674
"Darlington County, SC",2017,674
"Charleston, SC",2017,973
"North Charleston, SC",2017,973
"Augusta, SC",2017,745
"Richmond County, SC",2017,745
"Florence, SC",2017,727
"Myrtle Beach, SC",2017,880
"North Myrtle Beach, SC",2017,880
"Conway, SC",2017,880
"Jasper County, SC",2017,873
"Kershaw County, SC",2017,686
"Lancaster County, SC",2017,982
"Laurens County, SC",2017,674
"Greenville, SC",2017,773
"Mauldin, SC",2017,773
"Easley, SC",2017,773
"Columbia, SC",2017,876
"Spartanburg, SC",2017,697
"Sumter, SC",2017,729
"Union County, SC",2017,674
"Charlotte, SC",2017,907
"Concord, SC",2017,907
"Gastonia, SC",2017,907
"Custer County, SD",2017,781
"Meade County, SD",2017,701
"Rapid City, SD",2017,823
"Sioux Falls, SD",2017,811
"Sioux City, SD",2017,753
"Campbell County, TN",2017,608
"Crockett County, TN",2017,608
"Grainger County, TN",2017,608
"Hickman County, TN",2017,717
"Morristown, TN",2017,667
"Macon County, TN",2017,608
"Jackson, TN",2017,687
"Maury County, TN",2017,755
"Clarksville, TN",2017,768
"Morgan County, TN",2017,633
"Cleveland, TN",2017,745
"Roane County, TN",2017,721
"Chattanooga, TN",2017,822
"Smith County, TN",2017,626
"Kingsport, TN",2017,636
"Bristol, TN",2017,636
"Memphis, TN",2017,835
"Knoxville, TN",2017,811
"Johnson City, TN",2017,668
"Nashville, TN",2017,959
"Davidson, TN",2017,959
"Murfreesboro, TN",2017,959
", TN",2017,959
"Franklin, TN",2017,959
"Aransas County, TX",2017,833
"Atascosa County, TX",2017,789
"Austin County, TX",2017,877
"Texarkana, TX",2017,720
"Brazoria County, TX",2017,974
"Brownsville, TX",2017,695
"Harlingen, TX",2017,695
"Killeen, TX",2017,789
"Temple, TX",2017,789
"Odessa, TX",2017,1315
"El Paso, TX",2017,834
"Falls County, TX",2017,681
"Sherman, TX",2017,795
"Denison, TX",2017,795
"McAllen, TX",2017,734
"Edinburg, TX",2017,734
"Mission, TX",2017,734
"Hood County, TX",2017,881
"Hudspeth County, TX",2017,888
"Kendall County, TX",2017,1106
"Lampasas County, TX",2017,681
"Lubbock, TX",2017,789
"Lynn County, TX",2017,700
"Waco, TX",2017,811
"Martin County, TX",2017,751
"Medina County, TX",2017,706
"Midland, TX",2017,1520
"Newton County, TX",2017,681
"Oldham County, TX",2017,942
"Beaumont, TX",2017,832
"Port Arthur, TX",2017,832
"Amarillo, TX",2017,828
"College Station, TX",2017,845
"Bryan, TX",2017,845
"Dallas, TX",2017,1031
"Rusk County, TX",2017,726
"Corpus Christi, TX",2017,991
"Tyler, TX",2017,853
"Somervell County, TX",2017,681
"Fort Worth, TX",2017,973
"Arlington, TX",2017,973
"Abilene, TX",2017,820
"San Angelo, TX",2017,974
"Longview, TX",2017,855
"Victoria, TX",2017,918
"Houston, TX",2017,976
"The Woodlands, TX",2017,976
"Sugar Land, TX",2017,976
"Laredo, TX",2017,815
"Wichita Falls, TX",2017,761
"Austin, TX",2017,1195
"Round Rock, TX",2017,1195
"San Antonio, TX",2017,964
"New Braunfels, TX",2017,964
"Wise County, TX",2017,910
"Box Elder County, UT",2017,685
"Logan, UT",2017,681
"Salt Lake City, UT",2017,990
"Tooele County, UT",2017,801
"Provo, UT",2017,818
"Orem, UT",2017,818
"St. George, UT",2017,824
"Ogden, UT",2017,859
"Clearfield, UT",2017,859
"Burlington, VT",2017,1395
"South Burlington, VT",2017,1395
"Buckingham County, VA",2017,687
"Culpeper County, VA",2017,997
"Floyd County, VA",2017,633
"Franklin County, VA",2017,741
"Giles County, VA",2017,659
"Pulaski County, VA",2017,637
"Rappahannock County, VA",2017,1097
"Warren County, VA",2017,987
"Kingsport, VA",2017,636
"Bristol, VA",2017,636
"Charlottesville, VA",2017,1126
"Harrisonburg, VA",2017,803
"Lynchburg, VA",2017,789
"Washington, VA",2017,1746
"Arlington, VA",2017,1746
"Alexandria, VA",2017,1746
"Blacksburg, VA",2017,880
"Christiansburg, VA",2017,880
"Radford, VA",2017,880
"Richmond, VA",2017,1005
"Roanoke, VA",2017,876
"Staunton, VA",2017,824
"Waynesboro, VA",2017,824
"Virginia Beach, VA",2017,1130
"Norfolk, VA",2017,1130
"Newport News, VA",2017,1130
"Winchester, VA",2017,1037
"Lewiston, WA",2017,715
"Columbia County, WA",2017,725
"Longview, WA",2017,745
"Wenatchee, WA",2017,808
"Kennewick, WA",2017,850
"Richland, WA",2017,850
"Bremerton, WA",2017,1039
"Silverdale, WA",2017,1039
"Pend Oreille County, WA",2017,733
"Tacoma, WA",2017,1142
"Mount Vernon, WA",2017,958
"Anacortes, WA",2017,958
"Portland, WA",2017,1242
"Vancouver, WA",2017,1242
"Hillsboro, WA",2017,1242
"Seattle, WA",2017,1544
"Bellevue, WA",2017,1544
"Spokane, WA",2017,869
"Stevens County, WA",2017,709
"Olympia, WA",2017,1071
"Tumwater, WA",2017,1071
"Walla Walla County, WA",2017,766
"Bellingham, WA",2017,968
"Yakima, WA",2017,814
"Martinsburg, WV",2017,941
"Boone County, WV",2017,681
"Fayette County, WV",2017,681
"Winchester, WV",2017,1037
"Weirton, WV",2017,713
"Steubenville, WV",2017,713
"Jefferson County, WV",2017,912
"Charleston, WV",2017,746
"Lincoln County, WV",2017,681
"Cumberland, WV",2017,683
"Wheeling, WV",2017,756
"Morgantown, WV",2017,829
"Putnam County, WV",2017,845
"Raleigh County, WV",2017,699
"Huntington, WV",2017,697
"Ashland, WV",2017,697
"Parkersburg, WV",2017,745
"Vienna, WV",2017,745
"Columbia County, WI",2017,790
"Madison, WI",2017,964
"Duluth, WI",2017,771
"Eau Claire, WI",2017,776
"Fond du Lac, WI",2017,751
"Green County, WI",2017,700
"Iowa County, WI",2017,738
"Kenosha County, WI",2017,890
"Green Bay, WI",2017,738
"La Crosse, WI",2017,814
"Onalaska, WI",2017,814
"Wausau, WI",2017,721
"Oconto County, WI",2017,681
"Appleton, WI",2017,728
"Racine, WI",2017,776
"Janesville, WI",2017,767
"Beloit, WI",2017,767
"Minneapolis, WI",2017,1086
"St. Paul, WI",2017,1086
"Bloomington, WI",2017,1086
"Sheboygan, WI",2017,706
"Milwaukee, WI",2017,927
"Waukesha, WI",2017,927
"West Allis, WI",2017,927
"Oshkosh, WI",2017,752
"Neenah, WI",2017,752
"Cheyenne, WY",2017,845
"Casper, WY",2017,918
"Arecibo, PR",2017,432
"Fajardo, PR",2017,487
"Mayagüez, PR",2017,562
"Barranquitas, PR",2017,432
"Aibonito, PR",2017,432
"Guayama, PR",2017,432
"Quebradillas Municipio, PR",2017,432
"San German, PR",2017,432
"Caguas, PR",2017,461
"Aguadilla, PR",2017,432
"Isabela, PR",2017,432
"Utuado Municipio, PR",2017,432
"Ponce, PR",2017,456
"San Juan, PR",2017,553
"Guaynabo, PR",2017,553
"Yauco, PR",2017,432
"Daphne, AL",2018,879
"Fairhope, AL",2018,879
"Foley, AL",2018,879
"Anniston, AL",2018,679
"Oxford, AL",2018,679
"Jacksonville, AL",2018,679
"Chilton County, AL",2018,633
"Gadsden, AL",2018,661
"Henry County, AL",2018,636
"Dothan, AL",2018,695
"Florence, AL",2018,669
"Muscle Shoals, AL",2018,669
"Auburn, AL",2018,827
"Opelika, AL",2018,827
"Huntsville, AL",2018,717
"Mobile, AL",2018,840
"Montgomery, AL",2018,829
