metro_code,areaname,state_alpha,2017,2018,2019,2020,2021,"city, state"
METRO29180M29180,Lafayette,LA,843,865,842,912,901,"Lafayette, LA"
METRO35380M35380,New Orleans,LA,964,996,1008,1078,1061,"New Orleans, LA"
METRO35380M35380,Metairie,LA,964,996,1008,1078,1061,"Metairie, LA"
METRO25220M25220,Hammond,LA,789,831,842,871,891,"Hammond, LA"
METRO26380M26380,Houma,LA,869,824,848,873,897,"Houma, LA"
METRO26380M26380,Thibodaux,LA,869,824,848,873,897,"Thibodaux, LA"
METRO33740M33740,Monroe,LA,809,728,741,774,804,"Monroe, LA"
METRO29180N22113,Vermilion Parish,LA,646,680,668,710,728,"Vermilion Parish, LA"
METRO43340N22119,Webster Parish,LA,620,680,641,710,725,"Webster Parish, LA"
METRO12940M12940,Baton Rouge,LA,856,906,981,894,1013,"Baton Rouge, LA"
METRO30340M30340,Lewiston,ME,832,847,915,844,947,"Lewiston, ME"
METRO30340M30340,Auburn,ME,832,847,915,844,947,"Auburn, ME"
METRO38860N23005,Cumberland County,ME,910,983,1069,1051,1210,"Cumberland County, ME"
METRO12620MM0730,Bangor,ME,860,938,996,943,1057,"Bangor, ME"
METRO12620N23019,Penobscot County,ME,725,825,876,811,867,"Penobscot County, ME"
METRO38860N23023,Sagadahoc County,ME,831,906,978,961,1086,"Sagadahoc County, ME"
METRO38860MM6400,Portland,ME,1078,1348,1387,1516,1592,"Portland, ME"
METRO38860N23031,York County,ME,890,974,1082,1051,1175,"York County, ME"
METRO38860MM6450,York,ME,1187,1256,1374,1327,1473,"York, ME"
METRO38860MM6450,Kittery,ME,1187,1256,1374,1327,1473,"Kittery, ME"
METRO38860MM6450,South Berwick,ME,1187,1256,1374,1327,1473,"South Berwick, ME"
METRO19060M19060,Cumberland,MD,683,697,700,714,734,"Cumberland, MD"
METRO37980M37980,Philadelphia,MD,1211,1266,1200,1226,1260,"Philadelphia, MD"
METRO37980M37980,Camden,MD,1211,1266,1200,1226,1260,"Camden, MD"
METRO37980M37980,Wilmington,MD,1211,1266,1200,1226,1260,"Wilmington, MD"
METRO47900M47900,Washington,MD,1746,1793,1665,1707,1765,"Washington, MD"
METRO47900M47900,Arlington,MD,1746,1793,1665,1707,1765,"Arlington, MD"
METRO47900M47900,Alexandria,MD,1746,1793,1665,1707,1765,"Alexandria, MD"
METRO15680M15680,California,MD,1260,1329,1325,1328,1343,"California, MD"
METRO15680M15680,Lexington Park,MD,1260,1329,1325,1328,1343,"Lexington Park, MD"
METRO41540N24039,Somerset County,MD,734,763,822,740,764,"Somerset County, MD"
METRO25180MM3180,Hagerstown,MD,868,913,967,871,874,"Hagerstown, MD"
METRO41540M41540,Salisbury,MD,946,1001,1113,1002,1048,"Salisbury, MD"
METRO41540N24047,Worcester County,MD,956,1012,1079,972,958,"Worcester County, MD"
METRO12580M12580,Baltimore,MD,1376,1411,1342,1376,1384,"Baltimore, MD"
METRO12580M12580,Columbia,MD,1376,1411,1342,1376,1384,"Columbia, MD"
METRO12580M12580,Towson,MD,1376,1411,1342,1376,1384,"Towson, MD"
METRO12700M12700,Barnstable Town,MA,1240,1441,1524,1513,1667,"Barnstable Town, MA"
METRO38340M38340,Pittsfield,MA,887,1000,1048,1026,1153,"Pittsfield, MA"
METRO38340N25003,Berkshire County,MA,886,1021,1067,1108,1175,"Berkshire County, MA"
METRO39300MM5400,New Bedford,MA,849,906,933,962,1012,"New Bedford, MA"
METRO39300MM1200,Easton,MA,1344,1425,1487,1525,1634,"Easton, MA"
METRO39300MM1200,Raynham,MA,1344,1425,1487,1525,1634,"Raynham, MA"
METRO39300MM1120,Taunton,MA,1092,1187,1219,1205,1263,"Taunton, MA"
METRO39300MM1120,Mansfield,MA,1092,1187,1219,1205,1263,"Mansfield, MA"
METRO39300MM1120,Norton,MA,1092,1187,1219,1205,1263,"Norton, MA"
METRO39300M39300,Providence,MA,994,1014,1060,1075,1148,"Providence, MA"
METRO39300M39300,Fall River,MA,994,1014,1060,1075,1148,"Fall River, MA"
METRO14460MM4160,Lawrence,MA,1305,1187,1357,1438,1474,"Lawrence, MA"
METRO44140M44140,Springfield,MA,1057,1117,1061,1115,1129,"Springfield, MA"
METRO14460MM4560,Lowell,MA,1203,1392,1514,1534,1547,"Lowell, MA"
METRO14460MM1200,Brockton,MA,1158,1365,1475,1528,1560,"Brockton, MA"
METRO14460MM1120,Boston,MA,1691,1740,2194,2311,2336,"Boston, MA"
METRO14460MM1120,Cambridge,MA,1691,1740,2194,2311,2336,"Cambridge, MA"
METRO14460MM1120,Quincy,MA,1691,1740,2194,2311,2336,"Quincy, MA"
METRO49340MM1120,Eastern Worcester County,MA,1254,1276,1244,1234,1266,"Eastern Worcester County, MA"
METRO49340N25027,Western Worcester County,MA,823,922,950,963,976,"Western Worcester County, MA"
METRO49340MM2600,Fitchburg,MA,1010,1085,1096,1077,1070,"Fitchburg, MA"
METRO49340MM2600,Leominster,MA,1010,1085,1096,1077,1070,"Leominster, MA"
METRO49340M49340,Worcester,MA,1060,1192,1202,1398,1450,"Worcester, MA"
METRO24340N26015,Barry County,MI,725,785,894,852,848,"Barry County, MI"
METRO13020M13020,Bay City,MI,726,754,771,734,776,"Bay City, MI"
METRO35660M35660,Niles,MI,714,754,738,767,801,"Niles, MI"
METRO35660M35660,Benton Harbor,MI,714,754,738,767,801,"Benton Harbor, MI"
METRO12980M12980,Battle Creek,MI,806,737,757,794,837,"Battle Creek, MI"
METRO43780N26027,Cass County,MI,737,794,765,806,802,"Cass County, MI"
METRO22420M22420,Flint,MI,738,779,753,784,782,"Flint, MI"
METRO29620M29620,Lansing,MI,815,856,908,893,909,"Lansing, MI"
METRO29620M29620,East Lansing,MI,815,856,908,893,909,"East Lansing, MI"
METRO27100M27100,Jackson,MI,769,770,807,796,829,"Jackson, MI"
METRO24340M24340,Grand Rapids,MI,823,878,903,962,994,"Grand Rapids, MI"
METRO24340M24340,Wyoming,MI,823,878,903,962,994,"Wyoming, MI"
METRO19820MM0440,Livingston County,MI,922,951,980,1007,1080,"Livingston County, MI"
METRO33220M33220,Midland,MI,743,791,821,805,826,"Midland, MI"
METRO33780M33780,Monroe,MI,836,862,874,850,899,"Monroe, MI"
METRO24340N26117,Montcalm County,MI,681,743,758,748,790,"Montcalm County, MI"
METRO34740M34740,Muskegon,MI,723,759,796,781,825,"Muskegon, MI"
METRO24340M26100,Holland,MI,773,828,874,837,937,"Holland, MI"
METRO24340M26100,Grand Haven,MI,773,828,874,837,937,"Grand Haven, MI"
METRO40980M40980,Saginaw,MI,755,736,798,773,827,"Saginaw, MI"
METRO28020M28020,Kalamazoo,MI,782,810,795,839,881,"Kalamazoo, MI"
METRO28020M28020,Portage,MI,782,810,795,839,881,"Portage, MI"
METRO11460M11460,Ann Arbor,MI,1025,1103,1140,1124,1264,"Ann Arbor, MI"
METRO19820M19820,Detroit,MI,911,940,967,977,1049,"Detroit, MI"
METRO19820M19820,Warren,MI,911,940,967,977,1049,"Warren, MI"
METRO19820M19820,Livonia,MI,911,940,967,977,1049,"Livonia, MI"
METRO22020M22020,Fargo,MN,767,810,859,834,873,"Fargo, MN"
METRO40340N27045,Fillmore County,MN,681,697,700,714,734,"Fillmore County, MN"
METRO29100M29100,La Crosse,MN,814,793,826,829,874,"La Crosse, MN"
METRO29100M29100,Onalaska,MN,814,793,826,829,874,"Onalaska, MN"
METRO33460N27079,Le Sueur County,MN,745,758,792,861,935,"Le Sueur County, MN"
METRO33460N27095,Mille Lacs County,MN,844,860,878,901,936,"Mille Lacs County, MN"
METRO31860M31860,Mankato,MN,853,829,924,920,961,"Mankato, MN"
METRO31860M31860,North Mankato,MN,853,829,924,920,961,"North Mankato, MN"
METRO40340M40340,Rochester,MN,936,860,959,1016,1014,"Rochester, MN"
METRO24220M24220,Grand Forks,MN,854,966,870,832,883,"Grand Forks, MN"
METRO20260M20260,Duluth,MN,771,848,871,816,884,"Duluth, MN"
METRO33460N27143,Sibley County,MN,694,701,737,785,808,"Sibley County, MN"
METRO41060M41060,St. Cloud,MN,740,800,855,804,821,"St. Cloud, MN"
METRO40340N27157,Wabasha County,MN,771,714,779,772,734,"Wabasha County, MN"
METRO33460M33460,Minneapolis,MN,1086,1089,1151,1214,1308,"Minneapolis, MN"
METRO33460M33460,St. Paul,MN,1086,1089,1151,1214,1308,"St. Paul, MN"
METRO33460M33460,Bloomington,MN,1086,1089,1151,1214,1308,"Bloomington, MN"
METRO32820N28009,Benton County,MS,681,661,651,657,684,"Benton County, MS"
METRO32820M32820,Memphis,MS,835,833,875,884,911,"Memphis, MS"
METRO25060M25060,Gulfport,MS,777,771,785,846,810,"Gulfport, MS"
METRO25060M25060,Biloxi,MS,777,771,785,846,810,"Biloxi, MS"
METRO25060M37700,Pascagoula,MS,789,739,755,823,804,"Pascagoula, MS"
METRO32820N28093,Marshall County,MS,681,661,662,666,701,"Marshall County, MS"
METRO25620M25620,Hattiesburg,MS,877,790,768,825,855,"Hattiesburg, MS"
METRO27140M27140,Jackson,MS,856,880,867,911,932,"Jackson, MS"
METRO27140N28127,Simpson County,MS,681,666,689,748,771,"Simpson County, MS"
METRO32820N28137,Tate County,MS,688,702,706,696,689,"Tate County, MS"
METRO32820N28143,Tunica County,MS,715,726,774,788,814,"Tunica County, MS"
METRO27140N28163,Yazoo County,MS,694,704,692,711,743,"Yazoo County, MS"
METRO28140N29013,Bates County,MO,637,641,689,698,706,"Bates County, MO"
METRO17860M17860,Columbia,MO,772,759,803,894,874,"Columbia, MO"
METRO27620N29027,Callaway County,MO,645,668,689,722,748,"Callaway County, MO"
METRO16020M16020,Cape Girardeau,MO,735,703,748,773,807,"Cape Girardeau, MO"
METRO44180N29059,Dallas County,MO,637,657,646,634,662,"Dallas County, MO"
METRO41140M41140,St. Joseph,MO,712,739,761,797,817,"St. Joseph, MO"
METRO22220N29119,McDonald County,MO,637,641,646,634,662,"McDonald County, MO"
METRO27620N29135,Moniteau County,MO,637,641,646,634,662,"Moniteau County, MO"
METRO27900M27900,Joplin,MO,703,773,721,723,783,"Joplin, MO"
METRO27620M27620,Jefferson City,MO,647,644,646,670,678,"Jefferson City, MO"
METRO44180N29167,Polk County,MO,637,650,646,685,696,"Polk County, MO"
METRO28140M28140,Kansas City,MO,946,869,953,978,1021,"Kansas City, MO"
METRO44180M44180,Springfield,MO,707,760,723,746,760,"Springfield, MO"
METRO41180M41180,St. Louis,MO,896,896,924,905,938,"St. Louis, MO"
METRO24500M24500,Great Falls,MT,720,755,777,749,808,"Great Falls, MT"
METRO13740N30037,Golden Valley County,MT,681,935,842,758,750,"Golden Valley County, MT"
METRO33540M33540,Missoula,MT,855,925,927,918,979,"Missoula, MT"
METRO13740M13740,Billings,MT,859,936,900,889,956,"Billings, MT"
METRO43580M43580,Sioux City,NE,753,806,820,803,832,"Sioux City, NE"
METRO24260N31079,Hall County,NE,707,770,760,780,793,"Hall County, NE"
METRO24260N31081,Hamilton County,NE,646,705,700,707,734,"Hamilton County, NE"
METRO24260N31093,Howard County,NE,646,653,700,698,734,"Howard County, NE"
METRO30700M30700,Lincoln,NE,801,830,805,865,876,"Lincoln, NE"
METRO24260N31121,Merrick County,NE,646,653,700,698,734,"Merrick County, NE"
METRO36540N31155,Saunders County,NE,740,775,758,757,777,"Saunders County, NE"
METRO30700N31159,Seward County,NE,675,685,700,727,734,"Seward County, NE"
METRO36540M36540,Omaha,NE,894,927,927,946,987,"Omaha, NE"
METRO36540M36540,Council Bluffs,NE,894,927,927,946,987,"Council Bluffs, NE"
METRO29820M29820,Las Vegas,NV,954,973,979,1080,1143,"Las Vegas, NV"
METRO29820M29820,Henderson,NV,954,973,979,1080,1143,"Henderson, NV"
METRO29820M29820,Paradise,NV,954,973,979,1080,1143,"Paradise, NV"
METRO39900M39900,Reno,NV,920,977,1037,1071,1217,"Reno, NV"
METRO16180M16180,Carson City,NV,821,862,862,943,1023,"Carson City, NV"
METRO31700MM4760,Manchester,NH,1177,1218,1228,1198,1314,"Manchester, NH"
METRO31700MM5350,Nashua,NH,1181,1239,1437,1365,1511,"Nashua, NH"
METRO31700N33011,Hillsborough County,NH,997,1048,1183,1104,1232,"Hillsborough County, NH"
METRO14460MM4760,Western Rockingham County,NH,1331,1442,1498,1504,1504,"Western Rockingham County, NH"
METRO14460MM1120,Boston,NH,1691,1740,2194,2311,2336,"Boston, NH"
METRO14460MM1120,Cambridge,NH,1691,1740,2194,2311,2336,"Cambridge, NH"
METRO14460MM1120,Quincy,NH,1691,1740,2194,2311,2336,"Quincy, NH"
METRO14460MM4160,Lawrence,NH,1305,1187,1357,1438,1474,"Lawrence, NH"
METRO14460MM6450,Portsmouth,NH,1174,1187,1161,1315,1330,"Portsmouth, NH"
METRO14460MM6450,Rochester,NH,1174,1187,1161,1315,1330,"Rochester, NH"
METRO12100M12100,Atlantic City,NJ,1310,1312,1279,1305,1401,"Atlantic City, NJ"
METRO12100M12100,Hammonton,NJ,1310,1312,1279,1305,1401,"Hammonton, NJ"
METRO36140M36140,Ocean City,NJ,1133,1127,1202,1250,1361,"Ocean City, NJ"
METRO47220M47220,Vineland,NJ,1130,1155,1229,1259,1353,"Vineland, NJ"
METRO47220M47220,Bridgeton,NJ,1130,1155,1229,1259,1353,"Bridgeton, NJ"
METRO35620MM3640,Jersey City,NJ,1519,1614,1573,1691,1958,"Jersey City, NJ"
METRO45940M45940,Trenton,NJ,1364,1329,1361,1456,1539,"Trenton, NJ"
METRO35620MM5190,Monmouth,NJ,1484,1461,1479,1639,1652,"Monmouth, NJ"
METRO35620MM5190,Ocean,NJ,1484,1461,1479,1639,1652,"Ocean, NJ"
METRO35620MM0875,Bergen,NJ,1557,1691,1674,1623,1768,"Bergen, NJ"
METRO35620MM0875,Passaic,NJ,1557,1691,1674,1623,1768,"Passaic, NJ"
METRO37980M37980,Philadelphia,NJ,1211,1266,1200,1226,1260,"Philadelphia, NJ"
METRO37980M37980,Camden,NJ,1211,1266,1200,1226,1260,"Camden, NJ"
METRO37980M37980,Wilmington,NJ,1211,1266,1200,1226,1260,"Wilmington, NJ"
METRO35620MM5015,Middlesex,NJ,1654,1627,1746,1770,1753,"Middlesex, NJ"
METRO35620MM5015,Somerset,NJ,1654,1627,1746,1770,1753,"Somerset, NJ"
METRO35620MM5015,Hunterdon,NJ,1654,1627,1746,1770,1753,"Hunterdon, NJ"
METRO35620MM5640,Newark,NJ,1288,1314,1447,1483,1643,"Newark, NJ"
METRO10900MM5640,Warren County,NJ,1118,1228,1297,1171,1278,"Warren County, NJ"
METRO29740M29740,Las Cruces,NM,695,753,700,742,734,"Las Cruces, NM"
METRO22140M22140,Farmington,NM,780,770,784,822,802,"Farmington, NM"
METRO42140M42140,Santa Fe,NM,1048,1006,1069,1057,1071,"Santa Fe, NM"
METRO10740M10740,Albuquerque,NM,878,873,877,877,940,"Albuquerque, NM"
METRO21300M21300,Elmira,NY,815,807,834,839,924,"Elmira, NY"
METRO48060M48060,Watertown,NY,1095,1009,1164,1099,1047,"Watertown, NY"
METRO48060M48060,Fort Drum,NY,1095,1009,1164,1099,1047,"Fort Drum, NY"
METRO15380M15380,Buffalo,NY,810,799,838,843,920,"Buffalo, NY"
METRO15380M15380,Cheektowaga,NY,810,799,838,843,920,"Cheektowaga, NY"
METRO15380M15380,Niagara Falls,NY,810,799,838,843,920,"Niagara Falls, NY"
METRO46540M46540,Utica,NY,819,780,786,790,796,"Utica, NY"
METRO46540M46540,Rome,NY,819,780,786,790,796,"Rome, NY"
METRO35620M39100,Poughkeepsie,NY,1269,1321,1346,1397,1467,"Poughkeepsie, NY"
METRO35620M39100,Newburgh,NY,1269,1321,1346,1397,1467,"Newburgh, NY"
METRO35620M39100,Middletown,NY,1269,1321,1346,1397,1467,"Middletown, NY"
METRO45060M45060,Syracuse,NY,817,906,858,900,901,"Syracuse, NY"
METRO35620MM5600,New York,NY,1637,1789,1831,1951,2053,"New York, NY"
METRO10580M10580,Albany,NY,1006,1032,1115,1054,1117,"Albany, NY"
METRO10580M10580,Schenectady,NY,1006,1032,1115,1054,1117,"Schenectady, NY"
METRO10580M10580,Troy,NY,1006,1032,1115,1054,1117,"Troy, NY"
METRO35620MM5380,Nassau,NY,1878,1878,1907,1992,2035,"Nassau, NY"
METRO35620MM5380,Suffolk,NY,1878,1878,1907,1992,2035,"Suffolk, NY"
METRO13780M13780,Binghamton,NY,767,781,830,820,846,"Binghamton, NY"
METRO27060M27060,Ithaca,NY,1071,1164,1135,1172,1269,"Ithaca, NY"
METRO28740M28740,Kingston,NY,1141,1155,1210,1215,1296,"Kingston, NY"
METRO24020M24020,Glens Falls,NY,871,924,959,956,1005,"Glens Falls, NY"
METRO40380M40380,Rochester,NY,915,924,951,972,1006,"Rochester, NY"
METRO48325M48325,Westchester County,NY,1706,1687,1775,1975,1943,"Westchester County, NY"
METRO40380N36123,Yates County,NY,716,735,760,775,815,"Yates County, NY"
METRO15500M15500,Burlington,NC,838,754,812,847,885,"Burlington, NC"
METRO34820M48900,Brunswick County,NC,883,866,852,845,841,"Brunswick County, NC"
METRO25860M25860,Hickory,NC,680,683,679,712,693,"Hickory, NC"
METRO25860M25860,Lenoir,NC,680,683,679,712,693,"Lenoir, NC"
METRO25860M25860,Morganton,NC,680,683,679,712,693,"Morganton, NC"
METRO35100N37049,Craven County,NC,828,917,894,929,947,"Craven County, NC"
METRO22180M22180,Fayetteville,NC,833,819,893,854,869,"Fayetteville, NC"
METRO47260M47260,Virginia Beach,NC,1130,1095,1104,1136,1147,"Virginia Beach, NC"
METRO47260M47260,Norfolk,NC,1130,1095,1104,1136,1147,"Norfolk, NC"
METRO47260M47260,Newport News,NC,1130,1095,1104,1136,1147,"Newport News, NC"
METRO49180N37057,Davidson County,NC,646,683,679,695,705,"Davidson County, NC"
METRO47260N37073,Gates County,NC,642,683,679,697,743,"Gates County, NC"
METRO11700N37087,Haywood County,NC,746,720,842,918,827,"Haywood County, NC"
METRO22180N37093,Hoke County,NC,680,695,742,721,731,"Hoke County, NC"
METRO16740N37097,Iredell County,NC,825,828,873,876,923,"Iredell County, NC"
METRO35100N37103,Jones County,NC,669,683,679,671,693,"Jones County, NC"
METRO16740N37109,Lincoln County,NC,698,732,783,800,843,"Lincoln County, NC"
METRO11700M11700,Asheville,NC,891,829,993,1255,1279,"Asheville, NC"
METRO40580M40580,Rocky Mount,NC,743,718,721,753,774,"Rocky Mount, NC"
METRO48900M48900,Wilmington,NC,915,993,1003,966,1069,"Wilmington, NC"
METRO27340M27340,Jacksonville,NC,812,843,843,920,894,"Jacksonville, NC"
METRO20500M20500,Durham,NC,978,990,1055,1088,1134,"Durham, NC"
METRO20500M20500,Chapel Hill,NC,978,990,1055,1088,1134,"Chapel Hill, NC"
METRO35100N37137,Pamlico County,NC,642,701,725,758,795,"Pamlico County, NC"
METRO48900N37141,Pender County,NC,717,796,794,757,843,"Pender County, NC"
METRO20500N37145,Person County,NC,676,687,707,723,757,"Person County, NC"
METRO24780M24780,Greenville,NC,790,758,774,775,873,"Greenville, NC"
METRO24660M24660,Greensboro,NC,763,806,769,838,859,"Greensboro, NC"
METRO24660M24660,High Point,NC,763,806,769,838,859,"High Point, NC"
METRO24660N37157,Rockingham County,NC,642,683,679,677,693,"Rockingham County, NC"
METRO16740N37159,Rowan County,NC,699,785,838,842,891,"Rowan County, NC"
METRO16740M16740,Charlotte,NC,907,967,1028,1063,1151,"Charlotte, NC"
METRO16740M16740,Concord,NC,907,967,1028,1063,1151,"Concord, NC"
METRO16740M16740,Gastonia,NC,907,967,1028,1063,1151,"Gastonia, NC"
METRO39580M39580,Raleigh,NC,993,1026,1086,1163,1200,"Raleigh, NC"
METRO24140M24140,Goldsboro,NC,671,756,753,812,827,"Goldsboro, NC"
METRO49180M49180,Winston,NC,753,738,729,763,825,"Winston, NC"
METRO49180M49180,Salem,NC,753,738,729,763,825,"Salem, NC"
METRO22020M22020,Fargo,ND,767,810,859,834,873,"Fargo, ND"
METRO24220M24220,Grand Forks,ND,854,966,870,832,883,"Grand Forks, ND"
METRO13900M13900,Bismarck,ND,859,869,863,892,884,"Bismarck, ND"
METRO13900N38065,Oliver County,ND,681,867,860,887,880,"Oliver County, ND"
METRO13900N38085,Sioux County,ND,681,697,700,714,734,"Sioux County, ND"
METRO30620M30620,Lima,OH,681,695,687,712,747,"Lima, OH"
METRO48540M48540,Wheeling,OH,756,695,702,737,740,"Wheeling, OH"
METRO17140MM1220,Brown County,OH,681,700,731,713,738,"Brown County, OH"
METRO44220M44220,Springfield,OH,691,731,788,761,792,"Springfield, OH"
METRO18140N39073,Hocking County,OH,681,695,682,696,734,"Hocking County, OH"
METRO48260M48260,Weirton,OH,713,695,700,696,734,"Weirton, OH"
METRO48260M48260,Steubenville,OH,713,695,700,696,734,"Steubenville, OH"
METRO26580M26580,Huntington,OH,697,696,734,808,791,"Huntington, OH"
METRO26580M26580,Ashland,OH,697,696,734,808,791,"Ashland, OH"
METRO17460M17460,Cleveland,OH,781,785,836,849,865,"Cleveland, OH"
METRO17460M17460,Elyria,OH,781,785,836,849,865,"Elyria, OH"
METRO19380M19380,Dayton,OH,764,765,788,777,836,"Dayton, OH"
METRO18140N39127,Perry County,OH,681,695,717,729,734,"Perry County, OH"
METRO18140M18140,Columbus,OH,886,910,957,992,1031,"Columbus, OH"
METRO31900M31900,Mansfield,OH,681,695,682,696,734,"Mansfield, OH"
METRO15940M15940,Canton,OH,761,717,775,763,751,"Canton, OH"
METRO15940M15940,Massillon,OH,761,717,775,763,751,"Massillon, OH"
METRO10420M10420,Akron,OH,790,826,810,847,849,"Akron, OH"
METRO49660M49660,Youngstown,OH,681,695,685,700,734,"Youngstown, OH"
METRO49660M49660,Warren,OH,681,695,685,700,734,"Warren, OH"
METRO49660M49660,Boardman,OH,681,695,685,700,734,"Boardman, OH"
METRO18140N39159,Union County,OH,860,889,930,989,1081,"Union County, OH"
METRO17140M17140,Cincinnati,OH,806,845,884,865,916,"Cincinnati, OH"
METRO45780M45780,Toledo,OH,730,726,727,767,793,"Toledo, OH"
METRO30020M30020,Lawton,OK,744,742,741,747,756,"Lawton, OK"
METRO30020N40033,Cotton County,OK,679,697,700,686,728,"Cotton County, OK"
METRO36420N40051,Grady County,OK,679,697,700,698,728,"Grady County, OK"
METRO22900N40079,Le Flore County,OK,679,697,700,686,728,"Le Flore County, OK"
METRO36420N40081,Lincoln County,OK,679,697,700,686,728,"Lincoln County, OK"
METRO36420M36420,Oklahoma City,OK,807,851,867,906,918,"Oklahoma City, OK"
METRO46140N40111,Okmulgee County,OK,679,697,700,686,728,"Okmulgee County, OK"
METRO46140N40117,Pawnee County,OK,679,697,700,691,728,"Pawnee County, OK"
METRO22900M22900,Fort Smith,OK,679,697,700,686,728,"Fort Smith, OK"
METRO46140M46140,Tulsa,OK,818,842,865,898,896,"Tulsa, OK"
METRO18700M18700,Corvallis,OR,930,976,1066,1177,1217,"Corvallis, OR"
METRO13460M13460,Bend,OR,857,965,1071,1197,1268,"Bend, OR"
METRO13460M13460,Redmond,OR,857,965,1071,1197,1268,"Redmond, OR"
METRO32780M32780,Medford,OR,862,899,988,1043,1039,"Medford, OR"
METRO24420M24420,Grants Pass,OR,795,898,955,1070,1106,"Grants Pass, OR"
METRO21660M21660,Eugene,OR,889,967,1032,1176,1201,"Eugene, OR"
METRO21660M21660,Springfield,OR,889,967,1032,1176,1201,"Springfield, OR"
METRO10540M10540,Albany,OR,878,916,1006,1096,1133,"Albany, OR"
METRO41420M41420,Salem,OR,814,886,972,1001,1093,"Salem, OR"
METRO38900M38900,Portland,OR,1242,1330,1441,1495,1536,"Portland, OR"
METRO38900M38900,Vancouver,OR,1242,1330,1441,1495,1536,"Vancouver, OR"
METRO38900M38900,Hillsboro,OR,1242,1330,1441,1495,1536,"Hillsboro, OR"
METRO23900M23900,Gettysburg,PA,874,940,970,911,974,"Gettysburg, PA"
METRO38300N42005,Armstrong County,PA,681,711,734,743,780,"Armstrong County, PA"
METRO39740M39740,Reading,PA,955,909,1030,927,952,"Reading, PA"
METRO11020M11020,Altoona,PA,725,774,796,770,806,"Altoona, PA"
METRO27780M27780,Johnstown,PA,681,697,710,714,724,"Johnstown, PA"
METRO44300M44300,State College,PA,940,990,1019,953,1009,"State College, PA"
METRO14100N42037,Columbia County,PA,831,792,825,791,836,"Columbia County, PA"
METRO21500M21500,Erie,PA,757,763,812,775,844,"Erie, PA"
METRO16540M16540,Chambersburg,PA,848,901,926,869,897,"Chambersburg, PA"
METRO16540M16540,Waynesboro,PA,848,901,926,869,897,"Waynesboro, PA"
METRO29540M29540,Lancaster,PA,944,994,1091,1021,1018,"Lancaster, PA"
METRO30140M30140,Lebanon,PA,779,869,908,864,930,"Lebanon, PA"
METRO48700M48700,Williamsport,PA,835,818,856,823,863,"Williamsport, PA"
METRO49660MM7610,Sharon,PA,713,721,710,722,724,"Sharon, PA"
METRO20700M20700,East Stroudsburg,PA,1192,1073,1111,1050,1097,"East Stroudsburg, PA"
METRO14100N42093,Montour County,PA,980,885,904,820,848,"Montour County, PA"
METRO10900M10900,Allentown,PA,1038,1048,1129,1026,1139,"Allentown, PA"
METRO10900M10900,Bethlehem,PA,1038,1048,1129,1026,1139,"Bethlehem, PA"
METRO10900M10900,Easton,PA,1038,1048,1129,1026,1139,"Easton, PA"
METRO25420M25420,Harrisburg,PA,918,1039,1012,953,977,"Harrisburg, PA"
METRO25420M25420,Carlisle,PA,918,1039,1012,953,977,"Carlisle, PA"
METRO37980M37980,Philadelphia,PA,1211,1266,1200,1226,1260,"Philadelphia, PA"
METRO37980M37980,Camden,PA,1211,1266,1200,1226,1260,"Camden, PA"
METRO37980M37980,Wilmington,PA,1211,1266,1200,1226,1260,"Wilmington, PA"
METRO35620MM5660,Pike County,PA,1144,1231,1206,1294,1354,"Pike County, PA"
METRO38300M38300,Pittsburgh,PA,822,884,896,890,940,"Pittsburgh, PA"
METRO42540M42540,Scranton,PA,802,834,780,803,839,"Scranton, PA"
METRO42540M42540,,PA,802,834,780,803,839,", PA"
METRO42540M42540,Wilkes,PA,802,834,780,803,839,"Wilkes, PA"
METRO42540M42540,Barre,PA,802,834,780,803,839,"Barre, PA"
METRO49620M49620,York,PA,892,946,946,973,969,"York, PA"
METRO49620M49620,Hanover,PA,892,946,946,973,969,"Hanover, PA"
METRO39300N44005,Newport,RI,1229,1303,1378,1419,1502,"Newport, RI"
METRO39300N44005,Middleton,RI,1229,1303,1378,1419,1502,"Middleton, RI"
METRO39300N44005,Portsmouth,RI,1229,1303,1378,1419,1502,"Portsmouth, RI"
METRO39300M39300,Providence,RI,994,1014,1060,1075,1148,"Providence, RI"
METRO39300M39300,Fall River,RI,994,1014,1060,1075,1148,"Fall River, RI"
METRO39300MM5520,Westerly,RI,1123,1161,1176,1154,1176,"Westerly, RI"
METRO39300MM5520,Hopkinton,RI,1123,1161,1176,1154,1176,"Hopkinton, RI"
METRO39300MM5520,New Shoreham,RI,1123,1161,1176,1154,1176,"New Shoreham, RI"
METRO24860M11340,Anderson,SC,674,740,765,766,844,"Anderson, SC"
METRO25940N45013,Beaufort County,SC,1083,1056,1142,1028,1204,"Beaufort County, SC"
METRO16740N45023,Chester County,SC,674,680,700,691,720,"Chester County, SC"
METRO22500N45031,Darlington County,SC,674,674,688,692,679,"Darlington County, SC"
METRO16700M16700,Charleston,SC,973,1037,1118,1179,1207,"Charleston, SC"
METRO16700M16700,North Charleston,SC,973,1037,1118,1179,1207,"North Charleston, SC"
METRO12260M12260,Augusta,SC,745,771,836,848,815,"Augusta, SC"
METRO12260M12260,Richmond County,SC,745,771,836,848,815,"Richmond County, SC"
METRO22500M22500,Florence,SC,727,740,779,785,809,"Florence, SC"
