metro_code,areaname,state_alpha,2017,2018,2019,2020,2021,"city, state"
METRO42200M42200,Santa Barbara,CA,1555,1917,1951,2324,2374,"Santa Barbara, CA"
METRO41940M41940,San Jose,CA,2220,2522,2839,2970,3051,"San Jose, CA"
METRO41940M41940,Sunnyvale,CA,2220,2522,2839,2970,3051,"Sunnyvale, CA"
METRO41940M41940,Santa Clara,CA,2220,2522,2839,2970,3051,"Santa Clara, CA"
METRO42100M42100,Santa Cruz,CA,1828,1965,2439,2519,3021,"Santa Cruz, CA"
METRO42100M42100,Watsonville,CA,1828,1965,2439,2519,3021,"Watsonville, CA"
METRO39820M39820,Redding,CA,892,915,980,966,1218,"Redding, CA"
METRO46700M46700,Vallejo,CA,1294,1341,1443,1589,1617,"Vallejo, CA"
METRO46700M46700,Fairfield,CA,1294,1341,1443,1589,1617,"Fairfield, CA"
METRO42220M42220,Santa Rosa,CA,1572,1843,1887,1949,1996,"Santa Rosa, CA"
METRO33700M33700,Modesto,CA,938,1035,1016,1105,1224,"Modesto, CA"
METRO47300M47300,Visalia,CA,873,842,925,941,959,"Visalia, CA"
METRO47300M47300,Porterville,CA,873,842,925,941,959,"Porterville, CA"
METRO37100M37100,Oxnard,CA,1762,1739,1795,1943,1923,"Oxnard, CA"
METRO37100M37100,Thousand Oaks,CA,1762,1739,1795,1943,1923,"Thousand Oaks, CA"
METRO37100M37100,Ventura,CA,1762,1739,1795,1943,1923,"Ventura, CA"
METRO40900MM9270,Yolo,CA,1175,1203,1342,1404,1511,"Yolo, CA"
METRO49700M49700,Yuba City,CA,886,887,878,1087,1122,"Yuba City, CA"
METRO14500M14500,Boulder,CO,1240,1461,1516,1717,1724,"Boulder, CO"
METRO17820M17820,Colorado Springs,CO,950,1020,1064,1141,1200,"Colorado Springs, CO"
METRO22660M22660,Fort Collins,CO,996,1106,1253,1244,1351,"Fort Collins, CO"
METRO24300M24300,Grand Junction,CO,799,844,842,1035,1018,"Grand Junction, CO"
METRO19740M19740,Denver,CO,1305,1418,1508,1566,1605,"Denver, CO"
METRO19740M19740,Aurora,CO,1305,1418,1508,1566,1605,"Aurora, CO"
METRO19740M19740,Lakewood,CO,1305,1418,1508,1566,1605,"Lakewood, CO"
METRO39380M39380,Pueblo,CO,802,770,875,838,836,"Pueblo, CO"
METRO17820N08119,Teller County,CO,1003,1044,1068,1116,1153,"Teller County, CO"
METRO24540M24540,Greeley,CO,897,937,992,1046,1184,"Greeley, CO"
METRO14860MM1930,Danbury,CT,1377,1609,1583,1749,1725,"Danbury, CT"
METRO14860MM1160,Bridgeport,CT,1243,1272,1293,1346,1446,"Bridgeport, CT"
METRO14860MM8040,Stamford,CT,1958,1986,1885,2079,1958,"Stamford, CT"
METRO14860MM8040,Norwalk,CT,1958,1986,1885,2079,1958,"Norwalk, CT"
METRO25540MM5480,Southern Middlesex County,CT,1367,1386,1427,1449,1522,"Southern Middlesex County, CT"
METRO35300MM1160,Milford,CT,1295,1310,1373,1376,1423,"Milford, CT"
METRO35300MM1160,Ansonia,CT,1295,1310,1373,1376,1423,"Ansonia, CT"
METRO35300MM1160,Seymour,CT,1295,1310,1373,1376,1423,"Seymour, CT"
METRO35300MM8880,Waterbury,CT,994,1049,1110,1119,1172,"Waterbury, CT"
METRO35300MM5480,New Haven,CT,1325,1299,1403,1407,1438,"New Haven, CT"
METRO35300MM5480,Meriden,CT,1325,1299,1403,1407,1438,"Meriden, CT"
METRO35980MM3280,Colchester,CT,1150,1291,1225,1232,1282,"Colchester, CT"
METRO35980MM3280,Lebanon,CT,1150,1291,1225,1232,1282,"Lebanon, CT"
METRO35980M35980,Norwich,CT,1077,1190,1143,1191,1227,"Norwich, CT"
METRO35980M35980,New London,CT,1077,1190,1143,1191,1227,"New London, CT"
METRO25540M25540,Hartford,CT,1212,1158,1194,1230,1347,"Hartford, CT"
METRO25540M25540,West Hartford,CT,1212,1158,1194,1230,1347,"West Hartford, CT"
METRO25540M25540,East Hartford,CT,1212,1158,1194,1230,1347,"East Hartford, CT"
METRO49340N09015,Windham County,CT,939,1049,1028,1020,1036,"Windham County, CT"
METRO20100M20100,Dover,DE,1037,933,1034,1044,1066,"Dover, DE"
METRO37980M37980,Philadelphia,DE,1211,1266,1200,1226,1260,"Philadelphia, DE"
METRO37980M37980,Camden,DE,1211,1266,1200,1226,1260,"Camden, DE"
METRO37980M37980,Wilmington,DE,1211,1266,1200,1226,1260,"Wilmington, DE"
METRO41540N10005,Sussex County,DE,915,900,1053,948,965,"Sussex County, DE"
METRO47900M47900,Washington,DC,1746,1793,1665,1707,1765,"Washington, DC"
METRO47900M47900,Arlington,DC,1746,1793,1665,1707,1765,"Arlington, DC"
METRO47900M47900,Alexandria,DC,1746,1793,1665,1707,1765,"Alexandria, DC"
METRO27260N12003,Baker County,FL,752,741,752,788,790,"Baker County, FL"
METRO37460M37460,Panama City,FL,949,995,1011,939,1088,"Panama City, FL"
METRO37460M37460,Lynn Haven,FL,949,995,1011,939,1088,"Lynn Haven, FL"
METRO37460M37460,Panama City Beach,FL,949,995,1011,939,1088,"Panama City Beach, FL"
METRO37340M37340,Palm Bay,FL,884,1018,1000,1078,1134,"Palm Bay, FL"
METRO37340M37340,Melbourne,FL,884,1018,1000,1078,1134,"Melbourne, FL"
METRO37340M37340,Titusville,FL,884,1018,1000,1078,1134,"Titusville, FL"
METRO33100MM2680,Fort Lauderdale,FL,1307,1387,1444,1528,1510,"Fort Lauderdale, FL"
METRO39460M39460,Punta Gorda,FL,878,885,978,1022,1067,"Punta Gorda, FL"
METRO26140M26140,Homosassa Springs,FL,766,798,846,854,895,"Homosassa Springs, FL"
METRO34940M34940,Naples,FL,1195,1220,1327,1381,1376,"Naples, FL"
METRO34940M34940,Immokalee,FL,1195,1220,1327,1381,1376,"Immokalee, FL"
METRO34940M34940,Marco Island,FL,1195,1220,1327,1381,1376,"Marco Island, FL"
METRO19660M37380,Palm Coast,FL,1028,967,1123,1121,1100,"Palm Coast, FL"
METRO23540M23540,Gainesville,FL,878,894,948,971,1083,"Gainesville, FL"
METRO37460N12045,Gulf County,FL,869,890,926,848,1007,"Gulf County, FL"
METRO42700M42700,Sebring,FL,745,790,841,847,871,"Sebring, FL"
METRO42680M42680,Sebastian,FL,846,892,961,1018,1059,"Sebastian, FL"
METRO42680M42680,Vero Beach,FL,846,892,961,1018,1059,"Vero Beach, FL"
METRO15980M15980,Cape Coral,FL,920,956,1039,1182,1197,"Cape Coral, FL"
METRO15980M15980,Fort Myers,FL,920,956,1039,1182,1197,"Fort Myers, FL"
METRO45220M45220,Tallahassee,FL,917,958,957,1019,1024,"Tallahassee, FL"
METRO36100M36100,Ocala,FL,820,815,867,899,939,"Ocala, FL"
METRO33100MM5000,Miami,FL,1295,1351,1454,1625,1551,"Miami, FL"
METRO33100MM5000,Miami Beach,FL,1295,1351,1454,1625,1551,"Miami Beach, FL"
METRO33100MM5000,Kendall,FL,1295,1351,1454,1625,1551,"Kendall, FL"
METRO18880M18880,Crestview,FL,961,1003,995,1116,1168,"Crestview, FL"
METRO18880M18880,Fort Walton Beach,FL,961,1003,995,1116,1168,"Fort Walton Beach, FL"
METRO18880M18880,Destin,FL,961,1003,995,1116,1168,"Destin, FL"
METRO33100MM8960,West Palm Beach,FL,1370,1422,1434,1506,1468,"West Palm Beach, FL"
METRO33100MM8960,Boca Raton,FL,1370,1422,1434,1506,1468,"Boca Raton, FL"
METRO45300M45300,Tampa,FL,1014,1045,1133,1206,1271,"Tampa, FL"
METRO45300M45300,St. Petersburg,FL,1014,1045,1133,1206,1271,"St. Petersburg, FL"
METRO45300M45300,Clearwater,FL,1014,1045,1133,1206,1271,"Clearwater, FL"
METRO29460M29460,Lakeland,FL,838,859,925,915,1023,"Lakeland, FL"
METRO29460M29460,Winter Haven,FL,838,859,925,915,1023,"Winter Haven, FL"
METRO27260M27260,Jacksonville,FL,969,947,973,1059,1113,"Jacksonville, FL"
METRO38940M38940,Port St. Lucie,FL,1034,1032,1105,1207,1211,"Port St. Lucie, FL"
METRO37860M37860,Pensacola,FL,897,846,955,954,987,"Pensacola, FL"
METRO37860M37860,Ferry Pass,FL,897,846,955,954,987,"Ferry Pass, FL"
METRO37860M37860,Brent,FL,897,846,955,954,987,"Brent, FL"
METRO35840M35840,North Port,FL,1063,1078,1180,1220,1275,"North Port, FL"
METRO35840M35840,Sarasota,FL,1063,1078,1180,1220,1275,"Sarasota, FL"
METRO35840M35840,Bradenton,FL,1063,1078,1180,1220,1275,"Bradenton, FL"
METRO36740M36740,Orlando,FL,1002,1096,1190,1248,1321,"Orlando, FL"
METRO36740M36740,Kissimmee,FL,1002,1096,1190,1248,1321,"Kissimmee, FL"
METRO36740M36740,Sanford,FL,1002,1096,1190,1248,1321,"Sanford, FL"
METRO45540M45540,The Villages,FL,734,757,847,868,946,"The Villages, FL"
METRO19660M19660,Deltona,FL,959,955,1083,1111,1050,"Deltona, FL"
METRO19660M19660,Daytona Beach,FL,959,955,1083,1111,1050,"Daytona Beach, FL"
METRO19660M19660,Ormond Beach,FL,959,955,1083,1111,1050,"Ormond Beach, FL"
METRO45220N12129,Wakulla County,FL,829,889,891,933,892,"Wakulla County, FL"
METRO18880N12131,Walton County,FL,825,854,822,880,966,"Walton County, FL"
METRO12060N13035,Butts County,GA,804,880,901,914,866,"Butts County, GA"
METRO42340M42340,Savannah,GA,924,1063,996,1010,1050,"Savannah, GA"
METRO40660M40660,Rome,GA,666,691,738,755,792,"Rome, GA"
METRO23580M23580,Gainesville,GA,818,847,892,898,951,"Gainesville, GA"
METRO12060N13143,Haralson County,GA,734,803,825,834,789,"Haralson County, GA"
METRO47580M47580,Warner Robins,GA,808,828,894,895,896,"Warner Robins, GA"
METRO12060N13171,Lamar County,GA,627,695,732,766,743,"Lamar County, GA"
METRO25980M25980,Hinesville,GA,902,840,887,889,947,"Hinesville, GA"
METRO12260N13181,Lincoln County,GA,596,659,660,672,674,"Lincoln County, GA"
METRO25980N13183,Long County,GA,740,666,687,682,706,"Long County, GA"
METRO46660M46660,Valdosta,GA,694,709,697,720,770,"Valdosta, GA"
METRO15260M15260,Brunswick,GA,805,752,793,786,830,"Brunswick, GA"
METRO12060N13199,Meriwether County,GA,662,722,756,827,803,"Meriwether County, GA"
METRO31420N13207,Monroe County,GA,783,748,719,719,710,"Monroe County, GA"
METRO12060N13211,Morgan County,GA,711,801,868,918,872,"Morgan County, GA"
METRO19140N13213,Murray County,GA,611,659,690,694,732,"Murray County, GA"
METRO17980M17980,Columbus,GA,777,823,862,790,832,"Columbus, GA"
METRO12020M12020,Athens,GA,815,783,785,848,815,"Athens, GA"
METRO12020M12020,Clarke County,GA,815,783,785,848,815,"Clarke County, GA"
METRO47580N13225,Peach County,GA,678,694,742,726,733,"Peach County, GA"
METRO47580N13235,Pulaski County,GA,596,659,660,651,648,"Pulaski County, GA"
METRO12260M12260,Augusta,GA,745,771,836,848,815,"Augusta, GA"
METRO12260M12260,Richmond County,GA,745,771,836,848,815,"Richmond County, GA"
METRO16860M16860,Chattanooga,GA,822,806,847,832,838,"Chattanooga, GA"
METRO12060M12060,Atlanta,GA,990,1031,1106,1167,1185,"Atlanta, GA"
METRO12060M12060,Sandy Springs,GA,990,1031,1106,1167,1185,"Sandy Springs, GA"
METRO12060M12060,Roswell,GA,990,1031,1106,1167,1185,"Roswell, GA"
METRO19140M19140,Dalton,GA,652,696,730,724,753,"Dalton, GA"
METRO10500M10500,Albany,GA,752,716,682,740,761,"Albany, GA"
METRO46520M46520,Urban Honolulu,HI,1982,2031,2067,2160,2073,"Urban Honolulu, HI"
METRO38540M38540,Pocatello,ID,681,719,701,771,782,"Pocatello, ID"
METRO26820N16023,Butte County,ID,720,710,735,797,789,"Butte County, ID"
METRO30860M30860,Logan,ID,681,702,700,716,782,"Logan, ID"
METRO14260N16045,Gem County,ID,731,790,804,854,899,"Gem County, ID"
METRO26820M26820,Idaho Falls,ID,742,739,716,792,815,"Idaho Falls, ID"
METRO17660M17660,Coeur d'Alene,ID,808,848,850,927,946,"Coeur d'Alene, ID"
METRO30300M30300,Lewiston,ID,715,777,808,868,885,"Lewiston, ID"
METRO14260M14260,Boise City,ID,807,866,872,941,1002,"Boise City, ID"
METRO16020M16020,Cape Girardeau,IL,735,703,748,773,807,"Cape Girardeau, IL"
METRO41180N17005,Bond County,IL,702,721,733,726,740,"Bond County, IL"
METRO16980MM2050,DeKalb County,IL,918,958,963,996,1030,"DeKalb County, IL"
METRO14010N17039,De Witt County,IL,654,670,697,698,700,"De Witt County, IL"
METRO16980MM3170,Grundy County,IL,1036,1081,1123,1158,1177,"Grundy County, IL"
METRO16060N17077,Jackson County,IL,733,712,713,735,758,"Jackson County, IL"
METRO28100M28100,Kankakee,IL,899,889,892,912,945,"Kankakee, IL"
METRO16980MM3780,Kendall County,IL,1100,1225,1235,1240,1283,"Kendall County, IL"
METRO14010M14060,Bloomington,IL,810,894,846,827,853,"Bloomington, IL"
METRO19500M19500,Decatur,IL,697,764,739,752,772,"Decatur, IL"
METRO41180N17117,Macoupin County,IL,654,670,697,698,711,"Macoupin County, IL"
METRO16580M16580,Champaign,IL,829,849,836,862,868,"Champaign, IL"
METRO16580M16580,Urbana,IL,829,849,836,862,868,"Urbana, IL"
METRO19340M19340,Davenport,IL,738,778,830,778,784,"Davenport, IL"
METRO19340M19340,Moline,IL,738,778,830,778,784,"Moline, IL"
METRO19340M19340,Rock Island,IL,738,778,830,778,784,"Rock Island, IL"
METRO41180M41180,St. Louis,IL,896,896,924,905,938,"St. Louis, IL"
METRO44100M44100,Springfield,IL,783,826,846,802,858,"Springfield, IL"
METRO19180M19180,Danville,IL,703,741,728,740,788,"Danville, IL"
METRO16980M16980,Chicago,IL,1232,1180,1212,1248,1299,"Chicago, IL"
METRO16980M16980,Joliet,IL,1232,1180,1212,1248,1299,"Joliet, IL"
METRO16980M16980,Naperville,IL,1232,1180,1212,1248,1299,"Naperville, IL"
METRO16060N17199,Williamson County,IL,673,696,700,742,762,"Williamson County, IL"
METRO40420M40420,Rockford,IL,768,777,800,828,799,"Rockford, IL"
METRO37900M37900,Peoria,IL,775,778,798,772,858,"Peoria, IL"
METRO18020M18020,Columbus,IN,856,843,856,876,901,"Columbus, IN"
METRO29200N18015,Carroll County,IN,666,697,688,714,732,"Carroll County, IN"
METRO34620M34620,Muncie,IN,693,728,733,747,742,"Muncie, IN"
METRO21140M21140,Elkhart,IN,751,781,811,817,825,"Elkhart, IN"
METRO21140M21140,Goshen,IN,751,781,811,817,825,"Goshen, IN"
METRO31140M31140,Louisville,IN,793,821,853,872,918,"Louisville, IN"
METRO29020M29020,Kokomo,IN,745,697,716,730,732,"Kokomo, IN"
METRO16980N18073,Jasper County,IN,765,812,824,868,890,"Jasper County, IN"
METRO33140M33140,Michigan City,IN,729,758,774,784,766,"Michigan City, IN"
METRO33140M33140,La Porte,IN,729,758,774,784,766,"La Porte, IN"
METRO26900M11300,Anderson,IN,775,732,788,806,804,"Anderson, IN"
METRO14020MM1020,Bloomington,IN,884,920,945,879,927,"Bloomington, IN"
METRO17140M17140,Cincinnati,IN,806,845,884,865,916,"Cincinnati, IN"
METRO14020N18119,Owen County,IN,725,726,740,714,732,"Owen County, IN"
METRO16980MM2960,Gary,IN,864,906,919,917,923,"Gary, IN"
METRO26900N18133,Putnam County,IN,690,697,737,754,762,"Putnam County, IN"
METRO43780M43780,South Bend,IN,792,858,810,840,851,"South Bend, IN"
METRO43780M43780,Mishawaka,IN,792,858,810,840,851,"Mishawaka, IN"
METRO31140N18143,Scott County,IN,726,782,815,799,850,"Scott County, IN"
METRO26900M26900,Indianapolis,IN,850,852,918,946,946,"Indianapolis, IN"
METRO26900M26900,Carmel,IN,850,852,918,946,946,"Carmel, IN"
METRO45460N18153,Sullivan County,IN,770,773,807,791,789,"Sullivan County, IN"
METRO29200M29140,Lafayette,IN,827,824,830,837,872,"Lafayette, IN"
METRO29200M29140,West Lafayette,IN,827,824,830,837,872,"West Lafayette, IN"
METRO17140N18161,Union County,IN,666,699,734,714,747,"Union County, IN"
METRO45460M45460,Terre Haute,IN,758,769,805,788,795,"Terre Haute, IN"
METRO21780M21780,Evansville,IN,787,769,788,793,845,"Evansville, IN"
METRO31140N18175,Washington County,IN,666,697,695,714,732,"Washington County, IN"
METRO23060M23060,Fort Wayne,IN,691,752,778,767,784,"Fort Wayne, IN"
METRO16300N19011,Benton County,IA,646,650,683,687,715,"Benton County, IA"
METRO47940N19017,Bremer County,IA,678,672,740,687,762,"Bremer County, IA"
METRO20220M20220,Dubuque,IA,819,780,793,783,806,"Dubuque, IA"
METRO47940M47940,Waterloo,IA,755,765,836,763,839,"Waterloo, IA"
METRO47940M47940,Cedar Falls,IA,755,765,836,763,839,"Cedar Falls, IA"
METRO26980MM3500,Iowa City,IA,1012,956,902,1011,1036,"Iowa City, IA"
METRO16300N19105,Jones County,IA,649,653,665,687,715,"Jones County, IA"
METRO16300M16300,Cedar Rapids,IA,764,774,812,777,794,"Cedar Rapids, IA"
METRO43580N19149,Plymouth County,IA,661,675,664,687,715,"Plymouth County, IA"
METRO36540M36540,Omaha,IA,894,927,927,946,987,"Omaha, IA"
METRO36540M36540,Council Bluffs,IA,894,927,927,946,987,"Council Bluffs, IA"
METRO19340M19340,Davenport,IA,738,778,830,778,784,"Davenport, IA"
METRO19340M19340,Moline,IA,738,778,830,778,784,"Moline, IA"
METRO19340M19340,Rock Island,IA,738,778,830,778,784,"Rock Island, IA"
METRO11180M11180,Ames,IA,805,887,917,857,903,"Ames, IA"
METRO19780M19780,Des Moines,IA,824,875,910,900,902,"Des Moines, IA"
METRO19780M19780,West Des Moines,IA,824,875,910,900,902,"West Des Moines, IA"
METRO26980N19183,Washington County,IA,801,777,733,805,819,"Washington County, IA"
METRO43580M43580,Sioux City,IA,753,806,820,803,832,"Sioux City, IA"
METRO41140M41140,St. Joseph,KS,712,739,761,797,817,"St. Joseph, KS"
METRO29940M29940,Lawrence,KS,845,843,918,930,950,"Lawrence, KS"
METRO48620N20095,Kingman County,KS,681,697,672,714,718,"Kingman County, KS"
METRO31740M31740,Manhattan,KS,837,1014,944,969,907,"Manhattan, KS"
METRO48620M48620,Wichita,KS,764,807,787,822,854,"Wichita, KS"
METRO48620N20191,Sumner County,KS,681,712,697,739,759,"Sumner County, KS"
METRO45820M45820,Topeka,KS,760,786,785,788,801,"Topeka, KS"
METRO28140M28140,Kansas City,KS,946,869,953,978,1021,"Kansas City, KS"
METRO14540N21003,Allen County,KY,620,666,642,654,690,"Allen County, KY"
METRO14540N21031,Butler County,KY,620,620,618,631,663,"Butler County, KY"
METRO17140MM3020,Grant County,KY,740,781,799,776,786,"Grant County, KY"
METRO26580M26580,Huntington,KY,697,696,734,808,791,"Huntington, KY"
METRO26580M26580,Ashland,KY,697,696,734,808,791,"Ashland, KY"
METRO21780M21780,Evansville,KY,787,769,788,793,845,"Evansville, KY"
METRO21060M21060,Elizabethtown,KY,752,749,766,781,846,"Elizabethtown, KY"
METRO36980M36980,Owensboro,KY,683,713,746,787,821,"Owensboro, KY"
METRO21060N21163,Meade County,KY,713,724,702,721,775,"Meade County, KY"
METRO17140M17140,Cincinnati,KY,806,845,884,865,916,"Cincinnati, KY"
METRO31140N21211,Shelby County,KY,733,800,817,837,867,"Shelby County, KY"
METRO17300M17300,Clarksville,KY,768,838,867,869,872,"Clarksville, KY"
METRO31140M31140,Louisville,KY,793,821,853,872,918,"Louisville, KY"
METRO14540M14540,Bowling Green,KY,704,777,781,807,841,"Bowling Green, KY"
METRO30460M30460,Lexington,KY,775,820,883,858,910,"Lexington, KY"
METRO30460M30460,Fayette,KY,775,820,883,858,910,"Fayette, KY"
METRO29180N22001,Acadia Parish,LA,604,680,641,710,725,"Acadia Parish, LA"
METRO29340M29340,Lake Charles,LA,786,791,827,837,869,"Lake Charles, LA"
METRO43340M43340,Shreveport,LA,878,820,828,861,845,"Shreveport, LA"
METRO43340M43340,Bossier City,LA,878,820,828,861,845,"Bossier City, LA"
METRO29180N22045,Iberia Parish,LA,689,759,773,803,792,"Iberia Parish, LA"
METRO12940N22047,Iberville Parish,LA,666,708,759,710,815,"Iberville Parish, LA"
METRO10780M10780,Alexandria,LA,800,750,777,794,819,"Alexandria, LA"
METRO35380N22093,St. James Parish,LA,604,680,700,809,804,"St. James Parish, LA"
