,Job Title,Company,Location,Posting Date,Extract Date,Summary,Salary,Job Url,id
380,Tax Senior,"Katz, Sapper & Miller (KSM)","New York, NY",30+ days ago,2021-03-23,"KSM will not pay a fee to recruiters or agencies that do not have a signed KSM vendor contract.
Participates in planning and scheduling client engagements.",,https://www.indeed.com/rc/clk?jk=15d6c56e5171f2ec&fccid=a4ee758555403fbb&vjs=3,380
381,Senior Audit Associate Broker Dealer,RSM US LLP,"New York, NY",30+ days ago,2021-03-23,"2 years of current or recent experience in a public accounting environment.
Supervise Audit Associates on engagement teams and function as an in-charge…",,https://www.indeed.com/rc/clk?jk=3c86372f27fd08eb&fccid=198b7374e1f8a26f&vjs=3,381
382,Audit Senior - Digital Currency,Friedman LLP,"New York, NY",3 days ago,2021-03-23,"Coordinate the day-to-day duties of planning, fieldwork and wrap-up.
3+ years’ experience in a similar role overseeing, planning, and reviewing engagements;…",,https://www.indeed.com/rc/clk?jk=77ab6b168f1cf42b&fccid=c902b575d624a64b&vjs=3,382
383,Assurance Senior Associate [Commercial Services],CohnReznick,"New York, NY",30+ days ago,2021-03-23,"Serving as the Engagement Lead on specific client accounts, taking responsibility for pre-engagement planning, execution, and final deliverable.",,https://www.indeed.com/rc/clk?jk=6c9d6199e5508a40&fccid=f0bade0760e83581&vjs=3,383
384,Audit & Assurance Senior Assistant - Financial Services Industry,Deloitte,"New York, NY",30+ days ago,2021-03-23,"Experience with a regional or Big 4 accounting firm preferred.
As an Audit & Assurance Senior Assistant, you will work closely with our clients to understand…",,https://www.indeed.com/rc/clk?jk=14fac67676b68e5f&fccid=9e215d88a6b33622&vjs=3,384
385,Tax Reporting & Advisory Senior Associate,Grant Thornton,"New York, NY",30+ days ago,2021-03-23,"Run client engagements from start to finish, which includes planning, executing, directing, and completing tax projects and managing to budget.",,https://www.indeed.com/rc/clk?jk=783a92eace7777d1&fccid=7ac82fceed64aa81&vjs=3,385
386,Senior Manager - Internal Controls & Regulatory Compliance,EisnerAmper LLP,"New York, NY",30+ days ago,2021-03-23,"Lead creation of external and internal ‘thought leadership’ content to raise firm visibility.
Take full ownership of the client relationship, beyond the…",,https://www.indeed.com/rc/clk?jk=419560adfbee0776&fccid=6a09b1333daa01a1&vjs=3,386
387,Senior Tax Associate,Gartner,"Stamford, CT",30+ days ago,2021-03-23,"Responsible for preparation of federal and consolidated provision inclusive of collaborating with wider tax team, calculating ETR, SOX, and C-Suite deliverables…",,https://www.indeed.com/rc/clk?jk=b0adec25fb95f05e&fccid=be293f1def77a963&vjs=3,387
388,Sr. Accounting Manager,"Rajeev Kaul, CPA, PC","New York, NY",30+ days ago,2021-03-23,"Analyze financial information, prepare financial reports detailing assets, liabilities, capital; Prepare balance sheet, profit and loss statement, and other…",,https://www.indeed.com/rc/clk?jk=1cd791ef79858cba&fccid=60c83cb92dc45415&vjs=3,388
389,Strategy & Transactions- Divestiture Advisory Services-NYC Senior,Ernst & Young,"New York, NY",7 days ago,2021-03-23,"You'll be working with and supporting the various team members including senior managers and partners.
A proven record of excellence in audit and/or mergers or…",,https://www.indeed.com/rc/clk?jk=f7efd0587c1a1997&fccid=1544766d4c2915b0&vjs=3,389
390,Assurance / Audit Senior Associate (New York),MGO,"New York, NY",30+ days ago,2021-03-23,Prepare time budgets on engagements and demonstrate ability to assist in the planning of audit or client engagements.,,https://www.indeed.com/rc/clk?jk=e3f88537e6a62dfd&fccid=fc0293e0b0a9ad63&vjs=3,390
391,Assurance Senior Associate [Commercial Real Estate],CohnReznick,"New York, NY",30+ days ago,2021-03-23,"As a Senior Associate, you will serve as the engagement lead on specific client accounts, taking responsibility for pre-engagement planning, execution and final…",,https://www.indeed.com/rc/clk?jk=796b1a73cd6257b9&fccid=f0bade0760e83581&vjs=3,391
392,Audit - Senior Auditor - Vice President,"JPMorgan Chase Bank, N.A.","Jersey City, NJ",15 days ago,2021-03-23,Lead and participate on audit engagements from planning to reporting and produce quality deliverables to both department and professional standards while…,,https://www.indeed.com/rc/clk?jk=8a84858c95fcb38b&fccid=aaf3b433897ea465&vjs=3,392
393,Strategy & Transactions- Divestiture Advisory Services-NYC Senior,Ernst & Young,"New York, NY",7 days ago,2021-03-23,"You'll be working with and supporting the various team members including senior managers and partners.
A proven record of excellence in audit and/or mergers or…",,https://www.indeed.com/rc/clk?jk=f7efd0587c1a1997&fccid=1544766d4c2915b0&vjs=3,393
394,Assurance / Audit Senior Associate (New York),MGO,"New York, NY",30+ days ago,2021-03-23,Prepare time budgets on engagements and demonstrate ability to assist in the planning of audit or client engagements.,,https://www.indeed.com/rc/clk?jk=e3f88537e6a62dfd&fccid=fc0293e0b0a9ad63&vjs=3,394
395,Assurance Senior Associate [Commercial Real Estate],CohnReznick,"New York, NY",30+ days ago,2021-03-23,"As a Senior Associate, you will serve as the engagement lead on specific client accounts, taking responsibility for pre-engagement planning, execution and final…",,https://www.indeed.com/rc/clk?jk=796b1a73cd6257b9&fccid=f0bade0760e83581&vjs=3,395
396,Audit - Senior Auditor - Vice President,"JPMorgan Chase Bank, N.A.","Jersey City, NJ",15 days ago,2021-03-23,Lead and participate on audit engagements from planning to reporting and produce quality deliverables to both department and professional standards while…,,https://www.indeed.com/rc/clk?jk=8a84858c95fcb38b&fccid=aaf3b433897ea465&vjs=3,396
397,Senior Audit Associate,PKF O'Connor Davies,"New York, NY",30+ days ago,2021-03-23,"The Senior Audit Associate must be able to perform and direct the broadest range of accounting tasks and will assist the supervisor, manager and/or partner in…",,https://www.indeed.com/rc/clk?jk=c7763b4d18f2497a&fccid=39139820e001980d&vjs=3,397
398,"Senior Associate, Internal Audit (Asset Management)",KPMG,"New York, NY",18 days ago,2021-03-23,Identify and clearly communicate performance improvement opportunities and leading practices to client personnel and senior management and work with partners to…,,https://www.indeed.com/rc/clk?jk=6c933b476a1c3ab0&fccid=2dd390c3a48a7ed0&vjs=3,398
399,Audit Senior Associate,RSM US LLP,"New York, NY",26 days ago,2021-03-23,"4 years of current or recent experience in a public accounting environment.
Supervise Audit Associates on engagement teams and function as an in-charge…",,https://www.indeed.com/rc/clk?jk=089265d168b052a2&fccid=198b7374e1f8a26f&vjs=3,399
400,Audit Semi Senior (Not-for-Profit),GRASSI,"Jericho, NY",4 days ago,2021-03-23,They will be primarily responsible for planning and executing day-to-day audit activities for all client engagements which include meeting time constraints and…,,https://www.indeed.com/rc/clk?jk=f9fd121292f7fb36&fccid=9f222e6d6bdc266e&vjs=3,400
401,Senior Corporate Accountant,Kforce,"New York, NY",30+ days ago,2021-03-23,"4+ years of accounting /bookkeeping experience at public accounting firm or private company.
Prepare bank and credit card reconciliations, work on monthly…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C5IatSLh_Ak1q39eQQoPIxD737RW9NeiYGvIRXkrLjEJed3CU8h4NaYkZn9nJf0u2BnFEm1mqhwrssS1GnJlfGrAb-CAoKXaBYZv_gsVTosrEIYM8Z6jSGp2MbHyvupHBQfooj6x22GZoPd2jMB9vsRqR3l501VgTgJxR0bzRiNC_Bi8aQXfMNxrznvUPeTNtV0HfVoZFC3yNId5pIxOk1f8_tUcaZzYiHYbsfUTdF0uq8W8rd4fwBNqu-aXaO8UE-JergA2DiM0IEM0ES3CBp3XVjWs7-YjS5si7fjW79yNxzAadBB10Fw85N_ADQtqw31X5b6ay92_KpzTlP3Rm-yCsSDdPoBYWenGWlneWwzj4ghvDngqH4b5IRsW2Ti63SFeJXcxM51TAtDHUvwVAM5Vki9uHHNbu_270AYGCtiTp5d9vfZtVXMl1PGDfZym-_A4L5DGB-t1dzPKQJHfmVQ65ELo7nxHRwIGIzV8i8bYIeRsnNoT4S2Ry_ew46yXfXw1r3DXKD_YTLVYxmYZQ4OBJpsecrdF_GP1oUom7wEPht0c7iM37zEfzAWCsWhrpJrX4gHreUZw==&p=8&fvj=0&vjs=3,401
402,Audit Analytics Senior - Data Analytics Support Specialist,Deloitte,"New York, NY",6 days ago,2021-03-23,"You will be part of a team working closely with senior leadership.
At Deloitte, we provide teams with a way to innovate their audit delivery to achieve greater…",,https://www.indeed.com/rc/clk?jk=2af65b956e006cfb&fccid=9e215d88a6b33622&vjs=3,402
403,Transfer Pricing (TP) Senior - Financial Services Organization,Ernst & Young,"New York, NY",8 days ago,2021-03-23,"The Transfer Pricing (TP) competency addresses planning, documentation and controversy issues associated with all types of intercompany transactions, assisting…",,https://www.indeed.com/rc/clk?jk=402ab76ba6c4244b&fccid=1544766d4c2915b0&vjs=3,403
404,Audit Senior Associate- Financial Services,"Baker Tilly US, LLP","New York, NY",30+ days ago,2021-03-23,Learn and grow from direct on the job coaching and mentoring along with participating in firm wide learning and development programs.,,https://www.indeed.com/rc/clk?jk=d9a84acfc43f3947&fccid=1bfec2a2f61dd5c2&vjs=3,404
405,Transfer Pricing Tax Senior Associate,BDO,"New York, NY",13 days ago,2021-03-23,"In this role, the STS Transfer Pricing Senior Associate will be charged with gathering client information for appropriate tax filings and preparing tax accrual…",,https://www.indeed.com/rc/clk?jk=56afe0d3327cd9a7&fccid=3639654bd4055c70&vjs=3,405
406,Senior Accounting Manager - SaaS,Boxed,"New York, NY",30+ days ago,2021-03-23,"Ensure accuracy and timeliness of billing and vendor payments and reconciliation with credit card processors.
3 years of senior-level experience.",,https://www.indeed.com/company/Boxed/jobs/Senior-Accounting-Manager-6ce398aa4743b47d?fccid=31e99608a9d5a87f&vjs=3,406
407,Audit Senior- Construction/Manufacturing & Distribution,GRASSI,"Jericho, NY",4 days ago,2021-03-23,They are primarily responsible for planning and executing day-to-day audit activities for all client engagements which include meeting time constraints and…,,https://www.indeed.com/rc/clk?jk=11a6f28ced4ce96a&fccid=9f222e6d6bdc266e&vjs=3,407
408,Private Business Services Senior Accountant,EisnerAmper LLP,"Iselin, NJ",30+ days ago,2021-03-23,"Build impactful relationships with new and existing clients and maintain relationship with firm leadership.
Looking for professional who can work independently…",,https://www.indeed.com/rc/clk?jk=9ad3532b85729b3d&fccid=6a09b1333daa01a1&vjs=3,408
409,Senior Audit Associate,PKF O'Connor Davies,"New York, NY",30+ days ago,2021-03-23,"The Senior Audit Associate must be able to perform and direct the broadest range of accounting tasks and will assist the supervisor, manager and/or partner in…",,https://www.indeed.com/rc/clk?jk=c7763b4d18f2497a&fccid=39139820e001980d&vjs=3,409
410,Assurance / Audit Senior Associate (New York),MGO,"New York, NY",30+ days ago,2021-03-23,Prepare time budgets on engagements and demonstrate ability to assist in the planning of audit or client engagements.,,https://www.indeed.com/rc/clk?jk=e3f88537e6a62dfd&fccid=fc0293e0b0a9ad63&vjs=3,410
411,Senior Tax Manager - US,Klarna,"New York, NY",30+ days ago,2021-03-23,"Manage budgeting and forecasting of tax expense and payments for the US.
Drive the development and implementation to enforce all tax control processes, policies…",,https://www.indeed.com/rc/clk?jk=4c3c66c6c5552259&fccid=e327fa7aabb6e920&vjs=3,411
412,Transfer Pricing (TP) Senior - Financial Services Organization,Ernst & Young,"New York, NY",8 days ago,2021-03-23,"The Transfer Pricing (TP) competency addresses planning, documentation and controversy issues associated with all types of intercompany transactions, assisting…",,https://www.indeed.com/rc/clk?jk=402ab76ba6c4244b&fccid=1544766d4c2915b0&vjs=3,412
413,Senior Auditor - Corporates,Société Générale,"New York, NY",30+ days ago,2021-03-23,"The Senior Auditor - Vice President will be part of the Corporate Team which is responsible for auditing corporate functions (Compliance, Finance, Human…",,https://www.indeed.com/rc/clk?jk=7f67874ba278e883&fccid=df6948c9b8da6236&vjs=3,413
414,Senior Accountant - Financial Services Required,Lightspeed Financial Services Group,"Morristown, NJ",22 days ago,2021-03-23,"This person will report to the CFO and work closely with the Accounting Manager and Accounting Associate on all accounting, finance, audit, and tax related…",,https://www.indeed.com/company/Lightspeed-Financial-Services-Group/jobs/Senior-Accountant-57bcc4069b68006f?fccid=901feee3941cad0b&vjs=3,414
415,Senior Property Accountant,Panco Management,"Rochelle Park, NJ",30+ days ago,2021-03-23,"The right candidate will have strong analytical and problem-solving skills, strict attention to detail, and the ability to multitask.",,https://www.indeed.com/company/Panco-Management/jobs/Senior-Property-Accountant-c176c2f3c72766fb?fccid=7b3d567d15b83eea&vjs=3,415
416,"Senior Associate, Transfer Pricing",KPMG,"New York, NY",6 days ago,2021-03-23,"KPMG LLP (the U.S. member firm of KPMG International) offers a comprehensive compensation and benefits package.
Assist in delivering transfer pricing projects.",,https://www.indeed.com/rc/clk?jk=f1dcc322fffbe910&fccid=2dd390c3a48a7ed0&vjs=3,416
417,Strategic Assurance & SOC Services Senior Associate,Grant Thornton,"New York, NY",30+ days ago,2021-03-23,"Responsibilities include the overall planning, direction and completion of system and organization controls (SOC) 1, 2, 2+ and 3 readiness and examination…",,https://www.indeed.com/rc/clk?jk=4f84b1f6dce5197c&fccid=7ac82fceed64aa81&vjs=3,417
418,Sr. Tax Accountant,Cognyte,"Melville, NY",22 days ago,2021-03-23,"O 5+ years of experience with a mid-size or Big 4 public accounting firm or in a large corporate tax department focused on federal and state tax compliance,…",,https://www.indeed.com/rc/clk?jk=b948c0e238bea0b2&fccid=090ca10780e75fdb&vjs=3,418
419,Audit & Assurance Senior,Deloitte,"New York, NY",30+ days ago,2021-03-23,"Participate in pre-audit planning for audit engagements.
Interacting directly with senior management of the audit team and audit clients to discuss auditing…",,https://www.indeed.com/rc/clk?jk=286a647e5495a8f7&fccid=9e215d88a6b33622&vjs=3,419
420,Booking Model Management Senior Lead Analyst - Tax Program,Citi,"New York, NY",11 days ago,2021-03-23,"This role provides outstanding opportunities for exposure to senior functional and business management across the firm, material impact to financial results of…",,https://www.indeed.com/rc/clk?jk=718331f546593ba7&fccid=5bcd1ef0a7f4fb99&vjs=3,420
421,"Tax Senior, Private Client Services",Mazars USA,"New York, NY",30+ days ago,2021-03-23,"3-5 years of relevant experience working in a CPA firm, a professional services firm, a tax consulting practice or family office.",,https://www.indeed.com/rc/clk?jk=f8e9788e45f4c192&fccid=cf80abde47d3bd81&vjs=3,421
422,Tax Senior/ Manager,Cerity Partners,"New York, NY",30+ days ago,2021-03-23,"Extensive knowledge of income tax planning and financial planning.
5 – 10 years of HNW tax experience with CPA firm or wealth management firm.",,https://www.indeed.com/rc/clk?jk=fd2d1123d8572c03&fccid=7c93ce0724bf2cd8&vjs=3,422
423,Senior Property Accountant,Keller Augusta Partners,"New York, NY",30+ days ago,2021-03-23,"Maintain real estate tax escrow schedules.
Prepare journal entries (payroll, interest & mortgage payments).
Prepare monthly rent up (includes review tenant rent…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CJnnKFM_KeHpD-rULJkmU6t3JaHs0waZHOqMdNxO4-_eQf281E3xrNkqM96WmKc0TH1ZrUX6vJs9WSQEyjuiUTSYfnNxZsTMir7ae5t63Im528R_zXBLRPSVYSHJsikr_Ke_CUXd3S8TANdEL6njZG48jjRS-PAMsBQfE5gDoM50zyE-AZ4JBfFVWolrBGRROsgfbr7b--SLRsSCf6codG_ZxcA2RJGuYpKUckHIH4PxJYaCixlI8iL9O8HSUYVXyuAQlKnIM1fCjrVHol3rPNY0zARVkYKrb7aV_XPVvMu4aVEMstX0N4CpG72aUkbezOQEEzNua03G7K_zPDyQ52EZ09Rlxv88eI78iV3Xdc2xcCTMhej9CXffElnElL9AyVkdXo2MdyUg7cd1O91r6AcIumVa8vuchj9ELSK513yb-Rv0x5KKyKzaZiSN1LLv78fb9Izt3WI3odoHh9cdg3yhTt3x2oIW0wBqHUDv7V4Q==&p=0&fvj=1&vjs=3,423
424,Senior Tax Accountant,Bell and Company CPAs PC,"New York, NY",30+ days ago,2021-03-23,Bell and Company CPA’s PC is a leading full-service personal financial and business management firm that caters to high net-worth individuals.,,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ckp27J3ghhwsP09UkjH15C_Y92OikrsW7wBK_lEH0iAqWYwI8-0WTvSlbzd5RlpM--5mfymB3XA9SYFhFr6DbfPFJqpoC0qOzgQgpK-Bmv9aZcRMwP2HMMxpI8_BhBJVK-FDk-jbeHB_Sz4kQZjAJgDrmEeUwL2YZJrSs9j1i_q8T5DuBsN8LNRxZQDnwekqyjrmcqjRWESoXBTEoTrie7sHTqVWHYtrpGI1razD2e8jPQ-WhLTcMJr-jUZFY1V8BDQ-L5LBXdb9_jywQ0FRUoZzr2Ga5ln-y73-TPd1tqDQM-SslDkkGELOfNDk6IYf8bpOAlS8pk-N3ejgI0OyCQFTlhzi8jbtRiAhW2rfzZItpo5osWz-lB0QnRWcbtp-aNUUTMY87ARJ10dZWa3fH_mMtgwlnqyEe4zYZmsmC3i-IVQCb55CekEVz7uYhghMbgsUarUhvQHDdhSZyl9zmSsRUGyhnlkHA=&p=1&fvj=1&vjs=3,424
